,County,Location Code,City,Economic Sector (NAICS Code),2020Q2,Rounded Up
537,Davis County,6061.0,West Bountiful,RETAIL-HEALTH & PERSONAL CARE STORES (446),415200.0,False
538,Davis County,6061.0,West Bountiful,RETAIL-GASOLINE STATIONS (447),600000.0,True
539,Davis County,6061.0,West Bountiful,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),2025723.0,False
540,Davis County,6061.0,West Bountiful,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",1099139.0,False
541,Davis County,6061.0,West Bountiful,RETAIL-GENERAL MERCHANDISE STORES (452),36019823.0,False
542,Davis County,6061.0,West Bountiful,RETAIL-MISCELLANEOUS STORE RETAILERS (453),1601702.0,False
543,Davis County,6061.0,West Bountiful,RETAIL-NONSTORE RETAILERS (454),1823535.0,False
544,Davis County,6061.0,West Bountiful,TRANSPORTATION & WAREHOUSING (48-49),80000.0,True
545,Davis County,6061.0,West Bountiful,INFORMATION (51),1073651.0,False
546,Davis County,6061.0,West Bountiful,FINANCE & INSURANCE (52),71199.0,False
547,Davis County,6061.0,West Bountiful,"REAL ESTATE, RENTAL & LEASING (53)",976620.0,False
548,Davis County,6061.0,West Bountiful,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",336305.0,False
549,Davis County,6061.0,West Bountiful,MANAGEMENT OF COMPANIES & ENTERPRISES (55),15000.0,True
550,Davis County,6061.0,West Bountiful,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),32782.0,False
551,Davis County,6061.0,West Bountiful,EDUCATIONAL SERVICES (61),4000.0,True
552,Davis County,6061.0,West Bountiful,HEALTH CARE & SOCIAL ASSISTANCE (62),4000.0,True
553,Davis County,6061.0,West Bountiful,"ARTS, ENTERTAINMENT AND RECREATION (71)",500000.0,True
554,Davis County,6061.0,West Bountiful,ACCOMMODATION (721),250000.0,True
555,Davis County,6061.0,West Bountiful,FOOD SERVICES & DRINKING PLACES (722),2983100.0,False
556,Davis County,6061.0,West Bountiful,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),626455.0,False
557,Davis County,6061.0,West Bountiful,PUBLIC ADMINISTRATION (92),1000.0,True
558,Davis County,6061.0,West Bountiful,PRIVATE MOTOR VEHICLE SALES,800000.0,True
559,Davis County,6061.0,West Bountiful,UNKNOWN/NONCLASSIFIABLE,2085.0,False
560,Davis County,6061.0,West Bountiful,PRIOR-PERIOD PAYMENTS & REFUNDS,635257.0,False
561,Duchesne County,7019.0,Roosevelt,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",2000.0,True
562,Duchesne County,7019.0,Roosevelt,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",1750000.0,True
563,Duchesne County,7019.0,Roosevelt,UTILITIES (22),1750000.0,True
564,Duchesne County,7019.0,Roosevelt,CONSTRUCTION (23),139048.0,False
565,Duchesne County,7019.0,Roosevelt,MANUFACTURING (31-33),1978581.0,False
566,Duchesne County,7019.0,Roosevelt,WHOLESALE TRADE-DURABLE GOODS (423),2608239.0,False
567,Duchesne County,7019.0,Roosevelt,WHOLESALE TRADE-NONDURABLE GOODS (424),2461744.0,False
568,Duchesne County,7019.0,Roosevelt,WHOLESALE TRADE-ELECTRONIC MARKETS (425),37719.0,False
569,Duchesne County,7019.0,Roosevelt,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),6452921.0,False
570,Duchesne County,7019.0,Roosevelt,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),304848.0,False
571,Duchesne County,7019.0,Roosevelt,RETAIL-ELECTRONICS & APPLIANCE STORES (443),89813.0,False
572,Duchesne County,7019.0,Roosevelt,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1462887.0,False
573,Duchesne County,7019.0,Roosevelt,RETAIL-FOOD & BEVERAGE STORES (445),12250000.0,True
574,Duchesne County,7019.0,Roosevelt,RETAIL-HEALTH & PERSONAL CARE STORES (446),65563.0,False
575,Duchesne County,7019.0,Roosevelt,RETAIL-GASOLINE STATIONS (447),1750000.0,True
576,Duchesne County,7019.0,Roosevelt,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),196020.0,False
577,Duchesne County,7019.0,Roosevelt,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",90559.0,False
578,Duchesne County,7019.0,Roosevelt,RETAIL-GENERAL MERCHANDISE STORES (452),1388137.0,False
579,Duchesne County,7019.0,Roosevelt,RETAIL-MISCELLANEOUS STORE RETAILERS (453),679969.0,False
580,Duchesne County,7019.0,Roosevelt,RETAIL-NONSTORE RETAILERS (454),3200494.0,False
581,Duchesne County,7019.0,Roosevelt,TRANSPORTATION & WAREHOUSING (48-49),20000.0,True
582,Duchesne County,7019.0,Roosevelt,INFORMATION (51),3565549.0,False
583,Duchesne County,7019.0,Roosevelt,FINANCE & INSURANCE (52),230267.0,False
584,Duchesne County,7019.0,Roosevelt,"REAL ESTATE, RENTAL & LEASING (53)",1741883.0,False
585,Duchesne County,7019.0,Roosevelt,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",353125.0,False
586,Duchesne County,7019.0,Roosevelt,MANAGEMENT OF COMPANIES & ENTERPRISES (55),10000.0,True
587,Duchesne County,7019.0,Roosevelt,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),199360.0,False
588,Duchesne County,7019.0,Roosevelt,EDUCATIONAL SERVICES (61),5904.0,False
589,Duchesne County,7019.0,Roosevelt,HEALTH CARE & SOCIAL ASSISTANCE (62),450000.0,True
590,Duchesne County,7019.0,Roosevelt,ACCOMMODATION (721),4000.0,True
591,Duchesne County,7019.0,Roosevelt,FOOD SERVICES & DRINKING PLACES (722),3553059.0,False
592,Duchesne County,7019.0,Roosevelt,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),1683346.0,False
593,Duchesne County,7019.0,Roosevelt,PUBLIC ADMINISTRATION (92),350000.0,True
594,Duchesne County,7019.0,Roosevelt,PRIVATE MOTOR VEHICLE SALES,1250000.0,True
595,Duchesne County,7019.0,Roosevelt,SPECIAL EVENT SALES,150000.0,True
596,Duchesne County,7019.0,Roosevelt,UNKNOWN/NONCLASSIFIABLE,5859.0,False
597,Duchesne County,7019.0,Roosevelt,PRIOR-PERIOD PAYMENTS & REFUNDS,199464.0,False
598,Grand County,10011.0,Moab,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",1000.0,True
599,Grand County,10011.0,Moab,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",35000.0,True
600,Grand County,10011.0,Moab,UTILITIES (22),1500000.0,True
601,Grand County,10011.0,Moab,CONSTRUCTION (23),633873.0,False
602,Grand County,10011.0,Moab,MANUFACTURING (31-33),1307491.0,False
603,Grand County,10011.0,Moab,WHOLESALE TRADE-DURABLE GOODS (423),1753758.0,False
604,Grand County,10011.0,Moab,WHOLESALE TRADE-NONDURABLE GOODS (424),284775.0,False
605,Grand County,10011.0,Moab,WHOLESALE TRADE-ELECTRONIC MARKETS (425),29904.0,False
606,Grand County,10011.0,Moab,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),2839583.0,False
607,Grand County,10011.0,Moab,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),57510.0,False
608,Grand County,10011.0,Moab,RETAIL-ELECTRONICS & APPLIANCE STORES (443),435928.0,False
609,Grand County,10011.0,Moab,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1787978.0,False
610,Grand County,10011.0,Moab,RETAIL-FOOD & BEVERAGE STORES (445),4757438.0,False
611,Grand County,10011.0,Moab,RETAIL-HEALTH & PERSONAL CARE STORES (446),3228412.0,False
612,Grand County,10011.0,Moab,RETAIL-GASOLINE STATIONS (447),11500000.0,True
613,Grand County,10011.0,Moab,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),1178063.0,False
614,Grand County,10011.0,Moab,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",1948494.0,False
615,Grand County,10011.0,Moab,RETAIL-GENERAL MERCHANDISE STORES (452),1179817.0,False
616,Grand County,10011.0,Moab,RETAIL-MISCELLANEOUS STORE RETAILERS (453),3902463.0,False
617,Grand County,10011.0,Moab,RETAIL-NONSTORE RETAILERS (454),3988085.0,False
618,Grand County,10011.0,Moab,TRANSPORTATION & WAREHOUSING (48-49),1358495.0,False
619,Grand County,10011.0,Moab,INFORMATION (51),3772925.0,False
620,Grand County,10011.0,Moab,FINANCE & INSURANCE (52),70549.0,False
621,Grand County,10011.0,Moab,"REAL ESTATE, RENTAL & LEASING (53)",2259674.0,False
622,Grand County,10011.0,Moab,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",913848.0,False
623,Grand County,10011.0,Moab,MANAGEMENT OF COMPANIES & ENTERPRISES (55),1000.0,True
624,Grand County,10011.0,Moab,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),338422.0,False
625,Grand County,10011.0,Moab,EDUCATIONAL SERVICES (61),6296.0,False
626,Grand County,10011.0,Moab,HEALTH CARE & SOCIAL ASSISTANCE (62),34405.0,False
627,Grand County,10011.0,Moab,"ARTS, ENTERTAINMENT AND RECREATION (71)",660236.0,False
628,Grand County,10011.0,Moab,ACCOMMODATION (721),8495126.0,False
629,Grand County,10011.0,Moab,FOOD SERVICES & DRINKING PLACES (722),9811829.0,False
630,Grand County,10011.0,Moab,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),213334.0,False
631,Grand County,10011.0,Moab,PUBLIC ADMINISTRATION (92),30000.0,True
632,Grand County,10011.0,Moab,PRIVATE MOTOR VEHICLE SALES,1750000.0,True
633,Grand County,10011.0,Moab,SPECIAL EVENT SALES,1000.0,True
634,Grand County,10011.0,Moab,UNKNOWN/NONCLASSIFIABLE,26905.0,False
635,Grand County,10011.0,Moab,PRIOR-PERIOD PAYMENTS & REFUNDS,2237369.0,False
636,Iron County,11003.0,Cedar City,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",12530.0,False
637,Iron County,11003.0,Cedar City,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",6000.0,True
638,Iron County,11003.0,Cedar City,UTILITIES (22),5250000.0,True
639,Iron County,11003.0,Cedar City,CONSTRUCTION (23),5459777.0,False
640,Iron County,11003.0,Cedar City,MANUFACTURING (31-33),10380705.0,False
641,Iron County,11003.0,Cedar City,WHOLESALE TRADE-DURABLE GOODS (423),9560020.0,False
642,Iron County,11003.0,Cedar City,WHOLESALE TRADE-NONDURABLE GOODS (424),3134528.0,False
643,Iron County,11003.0,Cedar City,WHOLESALE TRADE-ELECTRONIC MARKETS (425),464017.0,False
644,Iron County,11003.0,Cedar City,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),22375697.0,False
645,Iron County,11003.0,Cedar City,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),4286413.0,False
646,Iron County,11003.0,Cedar City,RETAIL-ELECTRONICS & APPLIANCE STORES (443),1340270.0,False
647,Iron County,11003.0,Cedar City,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",33835542.0,False
648,Iron County,11003.0,Cedar City,RETAIL-FOOD & BEVERAGE STORES (445),18613982.0,False
649,Iron County,11003.0,Cedar City,RETAIL-HEALTH & PERSONAL CARE STORES (446),1985888.0,False
650,Iron County,11003.0,Cedar City,RETAIL-GASOLINE STATIONS (447),8010265.0,False
651,Iron County,11003.0,Cedar City,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),3632838.0,False
652,Iron County,11003.0,Cedar City,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",5330182.0,False
653,Iron County,11003.0,Cedar City,RETAIL-GENERAL MERCHANDISE STORES (452),41470340.0,False
654,Iron County,11003.0,Cedar City,RETAIL-MISCELLANEOUS STORE RETAILERS (453),5443294.0,False
655,Iron County,11003.0,Cedar City,RETAIL-NONSTORE RETAILERS (454),13698515.0,False
656,Iron County,11003.0,Cedar City,TRANSPORTATION & WAREHOUSING (48-49),144878.0,False
657,Iron County,11003.0,Cedar City,INFORMATION (51),6172840.0,False
658,Iron County,11003.0,Cedar City,FINANCE & INSURANCE (52),509364.0,False
659,Iron County,11003.0,Cedar City,"REAL ESTATE, RENTAL & LEASING (53)",3114140.0,False
660,Iron County,11003.0,Cedar City,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",2716634.0,False
661,Iron County,11003.0,Cedar City,MANAGEMENT OF COMPANIES & ENTERPRISES (55),25000.0,True
662,Iron County,11003.0,Cedar City,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),2068165.0,False
663,Iron County,11003.0,Cedar City,EDUCATIONAL SERVICES (61),93952.0,False
664,Iron County,11003.0,Cedar City,HEALTH CARE & SOCIAL ASSISTANCE (62),406948.0,False
665,Iron County,11003.0,Cedar City,"ARTS, ENTERTAINMENT AND RECREATION (71)",306753.0,False
666,Iron County,11003.0,Cedar City,ACCOMMODATION (721),3857794.0,False
667,Iron County,11003.0,Cedar City,FOOD SERVICES & DRINKING PLACES (722),18480935.0,False
668,Iron County,11003.0,Cedar City,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),4691557.0,False
669,Iron County,11003.0,Cedar City,PUBLIC ADMINISTRATION (92),450000.0,True
670,Iron County,11003.0,Cedar City,PRIVATE MOTOR VEHICLE SALES,5750000.0,True
671,Iron County,11003.0,Cedar City,SPECIAL EVENT SALES,2000000.0,True
672,Iron County,11003.0,Cedar City,UNKNOWN/NONCLASSIFIABLE,13895.0,False
673,Iron County,11003.0,Cedar City,PRIOR-PERIOD PAYMENTS & REFUNDS,1864546.0,False
674,Juab County,12026.0,Nephi,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",30000.0,True
675,Juab County,12026.0,Nephi,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",1000.0,True
676,Juab County,12026.0,Nephi,UTILITIES (22),90000.0,True
677,Juab County,12026.0,Nephi,CONSTRUCTION (23),373629.0,False
678,Juab County,12026.0,Nephi,MANUFACTURING (31-33),995339.0,False
679,Juab County,12026.0,Nephi,WHOLESALE TRADE-DURABLE GOODS (423),1505412.0,False
680,Juab County,12026.0,Nephi,WHOLESALE TRADE-NONDURABLE GOODS (424),403624.0,False
681,Juab County,12026.0,Nephi,WHOLESALE TRADE-ELECTRONIC MARKETS (425),29876.0,False
682,Juab County,12026.0,Nephi,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),2018704.0,False
683,Juab County,12026.0,Nephi,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),68714.0,False
684,Juab County,12026.0,Nephi,RETAIL-ELECTRONICS & APPLIANCE STORES (443),157142.0,False
685,Juab County,12026.0,Nephi,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1493239.0,False
686,Juab County,12026.0,Nephi,RETAIL-FOOD & BEVERAGE STORES (445),3500000.0,True
687,Juab County,12026.0,Nephi,RETAIL-HEALTH & PERSONAL CARE STORES (446),59183.0,False
688,Juab County,12026.0,Nephi,RETAIL-GASOLINE STATIONS (447),3250000.0,True
689,Juab County,12026.0,Nephi,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),170736.0,False
690,Juab County,12026.0,Nephi,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",398565.0,False
691,Juab County,12026.0,Nephi,RETAIL-GENERAL MERCHANDISE STORES (452),791837.0,False
692,Juab County,12026.0,Nephi,RETAIL-MISCELLANEOUS STORE RETAILERS (453),1024978.0,False
693,Juab County,12026.0,Nephi,RETAIL-NONSTORE RETAILERS (454),2298827.0,False
694,Juab County,12026.0,Nephi,TRANSPORTATION & WAREHOUSING (48-49),-2000.0,True
695,Juab County,12026.0,Nephi,INFORMATION (51),749427.0,False
696,Juab County,12026.0,Nephi,FINANCE & INSURANCE (52),93770.0,False
697,Juab County,12026.0,Nephi,"REAL ESTATE, RENTAL & LEASING (53)",573469.0,False
698,Juab County,12026.0,Nephi,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",154297.0,False
699,Juab County,12026.0,Nephi,MANAGEMENT OF COMPANIES & ENTERPRISES (55),1000.0,True
700,Juab County,12026.0,Nephi,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),18150.0,False
701,Juab County,12026.0,Nephi,EDUCATIONAL SERVICES (61),7000.0,True
702,Juab County,12026.0,Nephi,HEALTH CARE & SOCIAL ASSISTANCE (62),40000.0,True
703,Juab County,12026.0,Nephi,"ARTS, ENTERTAINMENT AND RECREATION (71)",25000.0,True
704,Juab County,12026.0,Nephi,ACCOMMODATION (721),438116.0,False
705,Juab County,12026.0,Nephi,FOOD SERVICES & DRINKING PLACES (722),2387594.0,False
706,Juab County,12026.0,Nephi,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),861388.0,False
707,Juab County,12026.0,Nephi,PUBLIC ADMINISTRATION (92),1250000.0,True
708,Juab County,12026.0,Nephi,PRIVATE MOTOR VEHICLE SALES,2000000.0,True
709,Juab County,12026.0,Nephi,SPECIAL EVENT SALES,2000.0,True
710,Juab County,12026.0,Nephi,UNKNOWN/NONCLASSIFIABLE,1704.0,False
711,Juab County,12026.0,Nephi,PRIOR-PERIOD PAYMENTS & REFUNDS,569333.0,False
712,Kane County,13004.0,Kanab,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",3000.0,True
713,Kane County,13004.0,Kanab,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",1000.0,True
714,Kane County,13004.0,Kanab,UTILITIES (22),900000.0,True
715,Kane County,13004.0,Kanab,CONSTRUCTION (23),305408.0,False
716,Kane County,13004.0,Kanab,MANUFACTURING (31-33),657558.0,False
717,Kane County,13004.0,Kanab,WHOLESALE TRADE-DURABLE GOODS (423),729536.0,False
718,Kane County,13004.0,Kanab,WHOLESALE TRADE-NONDURABLE GOODS (424),846522.0,False
719,Kane County,13004.0,Kanab,WHOLESALE TRADE-ELECTRONIC MARKETS (425),22487.0,False
720,Kane County,13004.0,Kanab,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),300983.0,False
721,Kane County,13004.0,Kanab,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),47279.0,False
722,Kane County,13004.0,Kanab,RETAIL-ELECTRONICS & APPLIANCE STORES (443),174355.0,False
723,Kane County,13004.0,Kanab,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1485906.0,False
724,Kane County,13004.0,Kanab,RETAIL-FOOD & BEVERAGE STORES (445),5401643.0,False
725,Kane County,13004.0,Kanab,RETAIL-HEALTH & PERSONAL CARE STORES (446),206920.0,False
726,Kane County,13004.0,Kanab,RETAIL-GASOLINE STATIONS (447),1500000.0,True
727,Kane County,13004.0,Kanab,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),317396.0,False
728,Kane County,13004.0,Kanab,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",160965.0,False
729,Kane County,13004.0,Kanab,RETAIL-GENERAL MERCHANDISE STORES (452),619474.0,False
730,Kane County,13004.0,Kanab,RETAIL-MISCELLANEOUS STORE RETAILERS (453),851224.0,False
731,Kane County,13004.0,Kanab,RETAIL-NONSTORE RETAILERS (454),3245192.0,False
732,Kane County,13004.0,Kanab,TRANSPORTATION & WAREHOUSING (48-49),15000.0,True
733,Kane County,13004.0,Kanab,INFORMATION (51),1090497.0,False
734,Kane County,13004.0,Kanab,FINANCE & INSURANCE (52),107749.0,False
735,Kane County,13004.0,Kanab,"REAL ESTATE, RENTAL & LEASING (53)",157799.0,False
736,Kane County,13004.0,Kanab,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",140326.0,False
737,Kane County,13004.0,Kanab,MANAGEMENT OF COMPANIES & ENTERPRISES (55),5000.0,True
738,Kane County,13004.0,Kanab,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),113273.0,False
739,Kane County,13004.0,Kanab,EDUCATIONAL SERVICES (61),15000.0,True
740,Kane County,13004.0,Kanab,HEALTH CARE & SOCIAL ASSISTANCE (62),45000.0,True
741,Kane County,13004.0,Kanab,"ARTS, ENTERTAINMENT AND RECREATION (71)",250000.0,True
742,Kane County,13004.0,Kanab,ACCOMMODATION (721),1792287.0,False
743,Kane County,13004.0,Kanab,FOOD SERVICES & DRINKING PLACES (722),2940936.0,False
744,Kane County,13004.0,Kanab,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),534229.0,False
745,Kane County,13004.0,Kanab,PUBLIC ADMINISTRATION (92),8000.0,True
746,Kane County,13004.0,Kanab,PRIVATE MOTOR VEHICLE SALES,1250000.0,True
747,Kane County,13004.0,Kanab,UNKNOWN/NONCLASSIFIABLE,771.0,False
748,Kane County,13004.0,Kanab,PRIOR-PERIOD PAYMENTS & REFUNDS,597725.0,False
749,Millard County,14010.0,Delta,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",150000.0,True
750,Millard County,14010.0,Delta,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",200000.0,True
751,Millard County,14010.0,Delta,UTILITIES (22),600000.0,True
752,Millard County,14010.0,Delta,CONSTRUCTION (23),2231612.0,False
753,Millard County,14010.0,Delta,MANUFACTURING (31-33),1174161.0,False
754,Millard County,14010.0,Delta,WHOLESALE TRADE-DURABLE GOODS (423),809307.0,False
755,Millard County,14010.0,Delta,WHOLESALE TRADE-NONDURABLE GOODS (424),822455.0,False
756,Millard County,14010.0,Delta,WHOLESALE TRADE-ELECTRONIC MARKETS (425),20829.0,False
757,Millard County,14010.0,Delta,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),2200894.0,False
758,Millard County,14010.0,Delta,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),58403.0,False
759,Millard County,14010.0,Delta,RETAIL-ELECTRONICS & APPLIANCE STORES (443),158133.0,False
760,Millard County,14010.0,Delta,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",2286678.0,False
761,Millard County,14010.0,Delta,RETAIL-FOOD & BEVERAGE STORES (445),4750000.0,True
762,Millard County,14010.0,Delta,RETAIL-HEALTH & PERSONAL CARE STORES (446),174432.0,False
763,Millard County,14010.0,Delta,RETAIL-GASOLINE STATIONS (447),2250000.0,True
764,Millard County,14010.0,Delta,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),103879.0,False
765,Millard County,14010.0,Delta,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",29814.0,False
766,Millard County,14010.0,Delta,RETAIL-GENERAL MERCHANDISE STORES (452),1077557.0,False
767,Millard County,14010.0,Delta,RETAIL-MISCELLANEOUS STORE RETAILERS (453),339203.0,False
768,Millard County,14010.0,Delta,RETAIL-NONSTORE RETAILERS (454),1574930.0,False
769,Millard County,14010.0,Delta,TRANSPORTATION & WAREHOUSING (48-49),2000.0,True
770,Millard County,14010.0,Delta,INFORMATION (51),899459.0,False
771,Millard County,14010.0,Delta,FINANCE & INSURANCE (52),62581.0,False
772,Millard County,14010.0,Delta,"REAL ESTATE, RENTAL & LEASING (53)",1744926.0,False
773,Millard County,14010.0,Delta,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",228993.0,False
774,Millard County,14010.0,Delta,MANAGEMENT OF COMPANIES & ENTERPRISES (55),20000.0,True
775,Millard County,14010.0,Delta,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),5795.0,False
776,Millard County,14010.0,Delta,EDUCATIONAL SERVICES (61),2000.0,True
777,Millard County,14010.0,Delta,HEALTH CARE & SOCIAL ASSISTANCE (62),50000.0,True
778,Millard County,14010.0,Delta,"ARTS, ENTERTAINMENT AND RECREATION (71)",80000.0,True
779,Millard County,14010.0,Delta,ACCOMMODATION (721),450000.0,True
780,Millard County,14010.0,Delta,FOOD SERVICES & DRINKING PLACES (722),1165638.0,False
781,Millard County,14010.0,Delta,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),725599.0,False
782,Millard County,14010.0,Delta,PRIVATE MOTOR VEHICLE SALES,700000.0,True
783,Millard County,14010.0,Delta,SPECIAL EVENT SALES,20000.0,True
784,Millard County,14010.0,Delta,UNKNOWN/NONCLASSIFIABLE,656.0,False
785,Millard County,14010.0,Delta,PRIOR-PERIOD PAYMENTS & REFUNDS,244994.0,False
786,Morgan County,15007.0,Morgan City,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",2000.0,True
787,Morgan County,15007.0,Morgan City,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",450000.0,True
788,Morgan County,15007.0,Morgan City,UTILITIES (22),250000.0,True
789,Morgan County,15007.0,Morgan City,CONSTRUCTION (23),811429.0,False
790,Morgan County,15007.0,Morgan City,MANUFACTURING (31-33),172578.0,False
791,Morgan County,15007.0,Morgan City,WHOLESALE TRADE-DURABLE GOODS (423),688828.0,False
792,Morgan County,15007.0,Morgan City,WHOLESALE TRADE-NONDURABLE GOODS (424),93214.0,False
793,Morgan County,15007.0,Morgan City,WHOLESALE TRADE-ELECTRONIC MARKETS (425),17061.0,False
794,Morgan County,15007.0,Morgan City,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),15083053.0,False
795,Morgan County,15007.0,Morgan City,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),61657.0,False
796,Morgan County,15007.0,Morgan City,RETAIL-ELECTRONICS & APPLIANCE STORES (443),50426.0,False
797,Morgan County,15007.0,Morgan City,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",2308686.0,False
798,Morgan County,15007.0,Morgan City,RETAIL-FOOD & BEVERAGE STORES (445),4500000.0,True
799,Morgan County,15007.0,Morgan City,RETAIL-HEALTH & PERSONAL CARE STORES (446),94154.0,False
800,Morgan County,15007.0,Morgan City,RETAIL-GASOLINE STATIONS (447),300000.0,True
801,Morgan County,15007.0,Morgan City,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),291976.0,False
802,Morgan County,15007.0,Morgan City,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",182129.0,False
803,Morgan County,15007.0,Morgan City,RETAIL-GENERAL MERCHANDISE STORES (452),453154.0,False
804,Morgan County,15007.0,Morgan City,RETAIL-MISCELLANEOUS STORE RETAILERS (453),516548.0,False
805,Morgan County,15007.0,Morgan City,RETAIL-NONSTORE RETAILERS (454),2233041.0,False
806,Morgan County,15007.0,Morgan City,TRANSPORTATION & WAREHOUSING (48-49),4000.0,True
807,Morgan County,15007.0,Morgan City,INFORMATION (51),670059.0,False
808,Morgan County,15007.0,Morgan City,FINANCE & INSURANCE (52),218927.0,False
809,Morgan County,15007.0,Morgan City,"REAL ESTATE, RENTAL & LEASING (53)",515892.0,False
810,Morgan County,15007.0,Morgan City,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",204995.0,False
811,Morgan County,15007.0,Morgan City,MANAGEMENT OF COMPANIES & ENTERPRISES (55),5000.0,True
812,Morgan County,15007.0,Morgan City,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),40752.0,False
813,Morgan County,15007.0,Morgan City,EDUCATIONAL SERVICES (61),25000.0,True
814,Morgan County,15007.0,Morgan City,HEALTH CARE & SOCIAL ASSISTANCE (62),25000.0,True
815,Morgan County,15007.0,Morgan City,"ARTS, ENTERTAINMENT AND RECREATION (71)",20000.0,True
