City,A_AG_WILDLIFE,C_CONSTRUCTION,E_EDUCATION,E_EXTRACTION,G_GOVERNMENT,H_HEALTH_CARE,L_ACCOMMODATION,L_CULTURAL_REC,L_RSTRNT_BAR,L_SPECIAL_EVENT,M_MANUFACTURING,O_OTHER,R_AUTO_PRIVATE,R_AUTO_RETAIL,R_BUILDING_SUPPLY,R_CLOTHING,R_ELECTRONICS,R_FURNITURE,R_GAS_STATIONS,R_GENERAL_RETAIL,R_GROCERY_BEV,R_HEALTH_RETAIL,R_NONSTORE_RETAIL,R_OTHER_RETAIL,R_SPORT_HOBBY,S_ADMIN_SUPPORT,S_CORPORATE_MGMT,S_FINANCIAL,S_IT_DATA_20,S_PROF_TECH_SRV,S_RENTAL_LEASING,S_WHLSLE_ETRADE,U_UTILITIES,W_DISTRIBUTION,W_WHLSALE_DURABLE,W_WHLSLE_NDURABLE,X_ADJUSTMENTS,X_UNKNOWN,TOTAL
Springville,25000.0,7477690.0,147613.0,150000.0,14500000.0,803696.0,4500000.0,800000.0,32661746.0,224967.0,23235183.0,11316135.0,9000000.0,22406938.0,8581004.0,2433656.0,3008099.0,1220203.0,15500000.0,83517121.0,30106710.0,2105010.0,9475864.0,6077457.0,2914198.0,1709568.0,6000.0,2012956.0,15464315.0,2994698.0,3914897.0,103932.0,9250000.0,900000.0,20151693.0,4105239.0,5484351.0,0.0,475165615.0
Lindon,6000.0,10308102.0,219836.0,2000.0,150000.0,45482.0,0.0,800000.0,12814829.0,20000.0,34631857.0,11167446.0,5250000.0,109699449.0,105412909.0,1765601.0,7775208.0,5626944.0,1500000.0,69457912.0,1250000.0,320630.0,4325892.0,10158609.0,2459611.0,3894105.0,10000.0,1711245.0,36573922.0,4218575.0,38063595.0,4000.0,12500000.0,300000.0,35325305.0,1665816.0,8462559.0,0.0,636965954.0
Moab,0.0,1339334.0,22569.0,90000.0,150000.0,594996.0,63357136.0,3749984.0,38885010.0,295559.0,6461797.0,1395798.0,5000000.0,12190131.0,3966225.0,5381681.0,1009937.0,165475.0,42000000.0,6396331.0,11845087.0,8941542.0,1251639.0,8472254.0,6078254.0,551916.0,0.0,570656.0,5271919.0,916066.0,7902968.0,35000.0,7000000.0,4000000.0,3484893.0,1573402.0,3188970.0,0.0,342017003.0
Roy,2000.0,326116.0,45322.0,35000.0,40000.0,684204.0,150000.0,2500000.0,32598012.0,286574.0,1235612.0,6204932.0,9250000.0,37463002.0,1820056.0,2862833.0,1382527.0,3920230.0,14586004.0,3452716.0,92529325.0,3450031.0,3476794.0,4449791.0,1204619.0,483318.0,60000.0,1661555.0,18681219.0,2081274.0,3886828.0,60000.0,24000000.0,15000.0,5494018.0,1257223.0,4799949.0,0.0,321804835.0
Roosevelt,0.0,274467.0,95703.0,9921589.0,400000.0,2001595.0,45000.0,150000.0,11402682.0,64222.0,32659931.0,10563116.0,2500000.0,31561623.0,3143765.0,632344.0,1360307.0,1372843.0,7750000.0,4866548.0,43310329.0,221146.0,1925977.0,2691439.0,316340.0,228448.0,0.0,789092.0,15588832.0,891713.0,10483485.0,250000.0,4500000.0,600000.0,12551768.0,4771959.0,827260.0,150000.0,240324490.0
Brigham,30000.0,1794974.0,166209.0,2000.0,90000.0,1244168.0,2750000.0,1456048.0,21492364.0,359966.0,22742617.0,11221394.0,7250000.0,45150737.0,6057326.0,1642939.0,3614043.0,2027725.0,7250000.0,8856005.0,35674224.0,1277176.0,2812821.0,4071152.0,783581.0,258259.0,15000.0,927387.0,11312554.0,1333944.0,2870080.0,53470.0,12750000.0,200000.0,17207746.0,1696038.0,-214993.0,0.0,267803045.0
Millcreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy,700000.0,22592379.0,1185697.0,20000.0,700000.0,4043915.0,30266205.0,14092434.0,164587693.0,15791139.0,39405722.0,52039907.0,30000000.0,461409307.0,115179069.0,101400495.0,64391356.0,18723938.0,21051503.0,326287944.0,145656758.0,24975829.0,24640967.0,58337127.0,106907007.0,11211895.0,900000.0,9838431.0,108014302.0,21279145.0,31966589.0,1237367.0,82500000.0,1577386.0,204921548.0,14299864.0,17646771.0,0.0,3073092255.0
Farmington,0.0,777751.0,746994.0,30000.0,297523.0,855657.0,2725411.0,61717942.0,24276000.0,275069.0,3393791.0,8199511.0,8250000.0,5279215.0,741722.0,70401502.0,1980341.0,2435279.0,4500000.0,2705156.0,59625005.0,2356726.0,3727131.0,10425588.0,5669486.0,384423.0,1000000.0,1606736.0,17252964.0,2871356.0,2461852.0,20000.0,17000000.0,150000.0,23032301.0,695175.0,3470410.0,0.0,451832095.0
Park City,7000.0,2815065.0,637591.0,1000000.0,5000.0,156748.0,260007167.0,69578266.0,113258832.0,3136318.0,15326518.0,3684442.0,8500000.0,4593263.0,5761926.0,34738899.0,2602490.0,10384376.0,1500000.0,2214457.0,60856787.0,6828631.0,5592481.0,17717944.0,46882656.0,3014773.0,25000.0,3821638.0,17691765.0,8186906.0,45258651.0,217041.0,34750000.0,600000.0,14421572.0,4229691.0,13754251.0,60000.0,946904639.0
Orem,1000.0,18114323.0,6939890.0,700000.0,1500000.0,5935037.0,13391187.0,10306626.0,160020886.0,1763074.0,89539749.0,55081369.0,24250000.0,296138516.0,111121038.0,123655655.0,56996986.0,90743786.0,27709910.0,343467564.0,155632555.0,19942909.0,23984671.0,80761317.0,77282276.0,8287317.0,40000.0,7364094.0,76345784.0,37770235.0,28391084.0,1199812.0,69250000.0,392653.0,179052984.0,15074325.0,24895568.0,150000.0,3064954395.0
Richfield,150000.0,1923183.0,100000.0,150000.0,500000.0,1568806.0,9385638.0,150000.0,16880058.0,60000.0,4073127.0,6260684.0,2500000.0,29377099.0,27432429.0,4913976.0,665928.0,2448818.0,6750000.0,55642129.0,16134086.0,755923.0,1936097.0,3470632.0,1745292.0,379274.0,4000.0,516384.0,5318885.0,945412.0,20973964.0,250000.0,9250000.0,150000.0,9875792.0,7530667.0,2493213.0,0.0,329304194.0
Delta,400000.0,1901171.0,4000.0,1250000.0,0.0,150000.0,1750000.0,400000.0,3179235.0,45000.0,3369348.0,2600651.0,1250000.0,6260590.0,4518279.0,214490.0,136060.0,450000.0,3000000.0,3451116.0,14000000.0,754487.0,645780.0,1583820.0,186432.0,64471.0,0.0,179210.0,2732012.0,293240.0,6891154.0,10000.0,3000000.0,2000.0,1702076.0,6540932.0,692203.0,0.0,83394162.0
Logan,50000.0,14588638.0,8166589.0,25000.0,22500000.0,3002325.0,14482199.0,2725558.0,102645521.0,1441748.0,45892963.0,30336666.0,13750000.0,85542687.0,87744095.0,47207350.0,28733289.0,7266200.0,14195480.0,82943947.0,154570460.0,18546829.0,9457198.0,34291628.0,40471713.0,3345273.0,150000.0,1998564.0,38670359.0,6807034.0,18401323.0,358322.0,12000000.0,150000.0,71663891.0,10000376.0,13411398.0,0.0,1321549381.0
Clearfield,20000.0,4536463.0,226676.0,90000.0,1000000.0,851233.0,700000.0,831213.0,25173417.0,25000.0,28503568.0,9516472.0,6250000.0,23991723.0,3287613.0,2916179.0,4339901.0,347893.0,13250000.0,2927843.0,23514862.0,920454.0,4610243.0,11640924.0,1918571.0,927506.0,2250000.0,2299618.0,15635398.0,4148337.0,8305375.0,104935.0,19500000.0,150000.0,10597582.0,3650128.0,6969682.0,150000.0,284445509.0
South Salt Lake,20000.0,80549292.0,379034.0,90000.0,300000.0,478158.0,3750000.0,7960755.0,47185724.0,3000.0,78692464.0,56997379.0,8000000.0,260450492.0,157277114.0,1790957.0,49367089.0,76423133.0,10250000.0,4639360.0,29236905.0,3601730.0,10450627.0,90254198.0,8445907.0,10993870.0,15000.0,2515337.0,32253918.0,19398528.0,22573859.0,1828634.0,26500000.0,5810703.0,336859685.0,47268055.0,25331104.0,0.0,1764543019.0
Pleasant Grove,2000.0,2428596.0,404902.0,1000.0,250000.0,756569.0,35000.0,594284.0,16977501.0,908278.0,15229072.0,9858720.0,10000000.0,45161814.0,3519553.0,2560257.0,6129561.0,1504185.0,8000000.0,16076684.0,53562402.0,1737050.0,10681562.0,7887485.0,2434846.0,2760156.0,150000.0,1781778.0,18592335.0,20149724.0,4585120.0,70000.0,21500000.0,60000.0,16291285.0,981812.0,4592237.0,350000.0,354965836.0
North Salt Lake,7000.0,9454862.0,28906.0,33250000.0,60000.0,8000.0,3250000.0,1806997.0,15222472.0,25000.0,36480437.0,22429798.0,6750000.0,78138048.0,3159380.0,2722322.0,5947910.0,310369.0,14250000.0,3384884.0,9481203.0,753234.0,3719653.0,6580219.0,556253.0,1087014.0,5000.0,3333282.0,15109703.0,6424358.0,17863789.0,200000.0,18250000.0,1865030.0,34584529.0,14405613.0,7963634.0,300000.0,413874090.0
Cedar City,30000.0,12605671.0,1892957.0,1000.0,1500000.0,2028375.0,21424838.0,1611045.0,56888406.0,1190929.0,19008500.0,14005332.0,11250000.0,53522465.0,56308280.0,9778747.0,5486406.0,9065657.0,19788647.0,123036870.0,50923661.0,6545527.0,5551953.0,14324585.0,8830577.0,3412247.0,30000.0,2154526.0,22169784.0,6718463.0,7322839.0,518312.0,25250000.0,8006685.0,26041259.0,8164264.0,6986845.0,200000.0,820950980.0
Price,0.0,1698933.0,286142.0,1750000.0,5750000.0,1544817.0,5500000.0,180639.0,19458434.0,150000.0,8668124.0,10089930.0,2500000.0,51191356.0,9038886.0,2390382.0,3138393.0,558465.0,5750000.0,65165745.0,28726366.0,625678.0,1692400.0,6485395.0,2125808.0,868097.0,5000.0,824503.0,6782259.0,1798110.0,3848182.0,70000.0,8500000.0,70000.0,17177379.0,10335375.0,1505315.0,0.0,372559979.0
Centerville,5000.0,1624793.0,89463.0,2000.0,30000.0,390876.0,70000.0,128843.0,36019426.0,25000.0,21458014.0,11792155.0,5250000.0,45015243.0,69418159.0,3394545.0,4318162.0,455235.0,3500000.0,121698602.0,19762055.0,274407.0,2575676.0,14994619.0,8740163.0,393259.0,1000.0,836478.0,19221709.0,3248228.0,1717353.0,139391.0,13250000.0,25000.0,7153656.0,4621130.0,1161534.0,0.0,580316298.0
Lehi,6000.0,14169471.0,777816.0,350000.0,26750000.0,1396524.0,14736275.0,9121056.0,70530911.0,2859524.0,67048324.0,15902123.0,18250000.0,42518254.0,27984184.0,76227789.0,18162533.0,6366464.0,17779248.0,170648419.0,86327805.0,7981688.0,19534282.0,14403503.0,58654046.0,2929126.0,700000.0,4283809.0,46588831.0,13410305.0,10583875.0,577563.0,11250000.0,700000.0,38469811.0,6708195.0,16208202.0,0.0,1311697209.0
Kanab,0.0,284851.0,45000.0,15000.0,10000.0,199940.0,15277542.0,313763.0,10886518.0,80000.0,1133804.0,1696243.0,2500000.0,1763307.0,3500000.0,1396277.0,168933.0,1500000.0,4000000.0,3036272.0,14956897.0,548181.0,3499800.0,1597165.0,591535.0,153456.0,0.0,245596.0,3477896.0,701991.0,923143.0,70000.0,3500000.0,400000.0,729080.0,1105511.0,2270477.0,0.0,95486541.0
Spanish Fork,25000.0,6875292.0,271188.0,0.0,14750000.0,1640502.0,700000.0,2334595.0,45896110.0,599728.0,28613648.0,21282547.0,10750000.0,47182297.0,5239129.0,4461846.0,5791873.0,6023902.0,12204861.0,174460626.0,42630437.0,5106331.0,10014793.0,15301828.0,11025896.0,1054011.0,90000.0,1813622.0,21755607.0,2500026.0,6597951.0,106042.0,7750000.0,6079818.0,26112927.0,5583355.0,6972495.0,0.0,794081488.0
Herriman,0.0,691736.0,191144.0,0.0,0.0,588792.0,25000.0,1293692.0,15716381.0,35000.0,3988099.0,1839065.0,9750000.0,2533747.0,677720.0,910573.0,278957.0,145254.0,9000000.0,11532990.0,32250000.0,3300100.0,1885423.0,677296.0,556583.0,254548.0,6000.0,1631361.0,10745599.0,1864255.0,2021801.0,25000.0,17250000.0,45000.0,2628397.0,526735.0,1122929.0,0.0,162415930.0
Layton,70000.0,5372594.0,1944819.0,1500000.0,700000.0,4579096.0,20928178.0,5567186.0,142250118.0,601177.0,37695725.0,33478408.0,20000000.0,153070445.0,110813401.0,59942174.0,15808550.0,11897299.0,19373940.0,269570502.0,101294660.0,13570694.0,10370395.0,70571054.0,35119849.0,4583721.0,2000000.0,4672785.0,76117277.0,10345823.0,37657157.0,484699.0,55500000.0,1500000.0,51187550.0,17885210.0,16573525.0,0.0,1920936772.0
West Jordan,1750000.0,20409799.0,1498137.0,1500000.0,450000.0,4157045.0,3500000.0,8158528.0,127250934.0,1136659.0,80323197.0,38179372.0,28750000.0,24161102.0,174192160.0,59570607.0,37712348.0,12193398.0,29733788.0,221356115.0,169831842.0,12427545.0,13488754.0,58343033.0,18657366.0,1834105.0,900000.0,8361328.0,90184443.0,18524832.0,15874819.0,1739597.0,78750000.0,478042.0,59434540.0,36593815.0,19544796.0,15000.0,1932700843.0
Blanding,0.0,508641.0,350000.0,1000.0,1000000.0,450000.0,3283419.0,300000.0,2044282.0,7000.0,413873.0,772170.0,2500000.0,1240607.0,4232084.0,138886.0,92556.0,15000.0,4250000.0,2598312.0,6750000.0,231300.0,1402030.0,497848.0,149626.0,84404.0,0.0,86726.0,2150052.0,229546.0,438136.0,2000.0,2000000.0,600000.0,751877.0,228899.0,643260.0,0.0,48419062.0
Washington City,250000.0,1342776.0,71704.0,30000.0,9250000.0,40000.0,4853056.0,3500000.0,22434391.0,1070080.0,8578474.0,7512734.0,13000000.0,19328783.0,62638624.0,6165332.0,16874873.0,6400712.0,9500000.0,107444615.0,14861395.0,7425525.0,4050814.0,7198135.0,4942250.0,565746.0,15000.0,1332683.0,9832692.0,1789833.0,4833815.0,129890.0,7250000.0,700000.0,10796456.0,1811936.0,1630467.0,0.0,545534123.0
Tooele City,0.0,22120988.0,170267.0,1250000.0,600000.0,2000189.0,4500000.0,3806159.0,38471240.0,350000.0,21065015.0,10688021.0,7750000.0,51801781.0,27703693.0,4342724.0,4831440.0,5598138.0,10582736.0,111594344.0,36488090.0,2648641.0,3952446.0,9607880.0,5996593.0,431970.0,0.0,2537194.0,20770414.0,2064998.0,6306796.0,152528.0,22250000.0,350000.0,8530537.0,2239209.0,6647023.0,0.0,615556078.0
South Jordan,0.0,13954049.0,2088997.0,150750000.0,2750000.0,3099078.0,7250000.0,4249981.0,87305793.0,607797.0,27809545.0,20168597.0,19500000.0,201811176.0,10536108.0,66575017.0,27790601.0,5355375.0,12750000.0,318020866.0,80517508.0,5114308.0,13211558.0,40820198.0,8402053.0,2495307.0,15000.0,8858555.0,58821445.0,13530388.0,11003453.0,1015977.0,51250000.0,200000.0,96501566.0,2987978.0,-91618774.0,0.0,1771343895.0
Tremonton,4000.0,1533233.0,25000.0,2000.0,20000.0,30000.0,3000000.0,1250000.0,11631464.0,432825.0,8218590.0,4759560.0,3250000.0,33538632.0,1895618.0,453223.0,262258.0,613666.0,7500000.0,5543915.0,25258458.0,956291.0,1314436.0,1378042.0,2998663.0,1653487.0,150000.0,597158.0,4610537.0,2874382.0,1087484.0,35000.0,6500000.0,40000.0,12478177.0,4193469.0,290310.0,0.0,170120936.0
Monticello,6000.0,1172495.0,15000.0,0.0,300000.0,20000.0,2915503.0,25000.0,1762660.0,0.0,838548.0,973101.0,1750000.0,1777696.0,150000.0,91153.0,37215.0,8000.0,3250000.0,1811158.0,3750000.0,132723.0,362994.0,310272.0,67717.0,27777.0,1000.0,42083.0,1285203.0,69210.0,359664.0,2000.0,1750000.0,150000.0,1501444.0,121712.0,657371.0,0.0,33204937.0
Beaver City,250000.0,335456.0,50000.0,70000.0,0.0,200000.0,4656223.0,90000.0,7563827.0,25000.0,1299431.0,2701993.0,1250000.0,2757519.0,2250000.0,150737.0,77406.0,15000.0,9500000.0,2126163.0,5250000.0,259488.0,517092.0,3073501.0,133133.0,142428.0,0.0,939678.0,4503871.0,312524.0,525541.0,150000.0,2750000.0,2000.0,1030020.0,1198934.0,-1601307.0,0.0,70041086.0
Draper,150000.0,14799248.0,496276.0,200000.0,3000.0,2778653.0,8157802.0,13408449.0,93734760.0,421124.0,68826459.0,21447740.0,18250000.0,288402245.0,14072923.0,31583289.0,29004644.0,191102024.0,14500000.0,47258423.0,113164505.0,7954297.0,10584080.0,38849857.0,14963982.0,4284368.0,1250000.0,8393086.0,55590035.0,13686021.0,12223247.0,340457.0,45000000.0,1250000.0,42611848.0,18703523.0,11226053.0,0.0,1634229391.0
Cottonwood Heights,0.0,19137385.0,235929.0,250000.0,1250000.0,698441.0,2710667.0,2046919.0,48722493.0,250000.0,5858573.0,5207744.0,10250000.0,5910430.0,43663940.0,16418648.0,15551832.0,464402.0,8500000.0,77862389.0,77882803.0,19361375.0,11199034.0,11749188.0,8758936.0,1063124.0,1000000.0,827609.0,25439851.0,15094778.0,4324070.0,277412.0,31750000.0,35000.0,9592311.0,2410368.0,8935505.0,0.0,653635338.0
Payson,4000.0,474985.0,150145.0,3000.0,9750000.0,1976348.0,1250000.0,493824.0,20595058.0,200000.0,12431544.0,7311374.0,5250000.0,13489363.0,3832165.0,1743971.0,1391971.0,467302.0,5500000.0,79252105.0,27582564.0,1147077.0,2001403.0,2412829.0,677544.0,364409.0,1000.0,673262.0,10415488.0,1969397.0,1215692.0,15000.0,4250000.0,45000.0,17392982.0,4190805.0,3144321.0,0.0,335673727.0
Hurricane,250000.0,5910829.0,14947.0,350000.0,7750000.0,453751.0,4966695.0,3133220.0,15068954.0,218487.0,7301862.0,6973974.0,8500000.0,12627354.0,8209316.0,371936.0,355727.0,1697250.0,6750000.0,49198969.0,17440101.0,235508.0,3412625.0,8969739.0,3303806.0,1958288.0,20000.0,1061272.0,8821233.0,829610.0,3995277.0,743160.0,4500000.0,785083.0,36969182.0,793490.0,5411737.0,3000.0,310982477.0
Eagle Mountain,40000.0,247139.0,76167.0,3500000.0,4250000.0,325220.0,0.0,632390.0,1668001.0,20000.0,633196.0,623007.0,6500000.0,925724.0,313797.0,915230.0,223118.0,100000.0,5250000.0,1060252.0,13048069.0,420776.0,2140499.0,1168426.0,295899.0,305585.0,0.0,1093153.0,8756829.0,1024551.0,1199808.0,15000.0,10500000.0,60000.0,2300120.0,1167318.0,1774402.0,0.0,82022377.0
Bountiful,15000.0,8764642.0,291047.0,30000.0,1750000.0,5389842.0,15000.0,2580645.0,42873483.0,301768.0,10681358.0,21384337.0,13750000.0,170993963.0,5464702.0,9262953.0,7903487.0,5162461.0,8250000.0,6062212.0,117524349.0,6113632.0,7498814.0,10354448.0,4973877.0,8897057.0,10000.0,3845899.0,24106695.0,12458141.0,7250458.0,237463.0,32250000.0,40000.0,14497981.0,2780812.0,8842695.0,0.0,640929754.0
Kaysville,60000.0,6850780.0,1032899.0,2000.0,1000.0,435309.0,25000.0,6959858.0,17873283.0,70243.0,4045544.0,8776593.0,9750000.0,49315996.0,4679254.0,2898766.0,2575611.0,513504.0,11000000.0,5772595.0,26406524.0,15916045.0,6551554.0,5803810.0,3969909.0,3279931.0,0.0,1405163.0,22361362.0,5755048.0,3200558.0,80000.0,17750000.0,30000.0,7719837.0,6969740.0,-3368606.0,0.0,304999350.0
American Fork,800000.0,23229633.0,336498.0,60000.0,80000.0,1525983.0,2500000.0,3458182.0,81869744.0,320775.0,5260562.0,34609644.0,8000000.0,232003967.0,53556502.0,28140810.0,29443088.0,6337795.0,7250000.0,142809059.0,15707880.0,12339896.0,7594668.0,40307840.0,26332944.0,1418328.0,20000.0,2844091.0,36076746.0,5403317.0,10970201.0,145230.0,24750000.0,350000.0,34835572.0,12283394.0,-12776203.0,-36000.0,1173266808.0
Saratoga Springs,0.0,565452.0,206175.0,5000.0,50000.0,350000.0,0.0,1500000.0,23013051.0,20000.0,1146092.0,3132305.0,6500000.0,2584868.0,358579.0,1931544.0,948881.0,140730.0,0.0,76769262.0,34076611.0,957749.0,1862111.0,731776.0,681806.0,219292.0,25000.0,1186740.0,9448591.0,889562.0,1607027.0,50000.0,13750000.0,70000.0,2543634.0,4763760.0,988502.0,0.0,275285848.0
Holladay,200000.0,1706394.0,1054152.0,0.0,0.0,260766.0,9000000.0,4542816.0,36452280.0,300000.0,7939491.0,4894656.0,11500000.0,3677133.0,7626411.0,5621342.0,2144796.0,1790167.0,4000000.0,15804530.0,23863120.0,5231570.0,2541596.0,6646636.0,4714702.0,1840957.0,8000.0,1084194.0,15272096.0,8300332.0,2379140.0,4000.0,27250000.0,900000.0,10203190.0,1384168.0,5455498.0,0.0,281551876.0
Ogden,350000.0,14054523.0,4656084.0,150000.0,250000.0,2971342.0,16540774.0,6508021.0,129741252.0,4833316.0,105536169.0,60358700.0,20000000.0,133798746.0,124126296.0,50178785.0,21581132.0,11966556.0,33024184.0,92384813.0,151143177.0,24243753.0,33165639.0,70070944.0,21581096.0,7451214.0,700000.0,8376156.0,73836930.0,12029512.0,45792372.0,920275.0,74500000.0,1280517.0,161928357.0,41560364.0,10002553.0,300000.0,1897845090.0
St George,600000.0,29907126.0,1827571.0,1500000.0,52500000.0,6879928.0,61333818.0,18728915.0,180076673.0,2467954.0,41763757.0,56480254.0,41000000.0,304969736.0,133925766.0,85948169.0,25167368.0,47593307.0,30531938.0,336038910.0,134724571.0,16254203.0,17591483.0,50351099.0,50568515.0,6613288.0,300000.0,7655747.0,72071187.0,22480433.0,29047156.0,2002061.0,28750000.0,1679870.0,111020905.0,19405607.0,30638201.0,450000.0,2705301086.0
Springdale,0.0,30000.0,20000.0,0.0,0.0,2000.0,35561756.0,800000.0,25147071.0,90000.0,77921.0,73733.0,600000.0,3000.0,20000.0,1453784.0,66706.0,15000.0,600000.0,1008564.0,1750000.0,8731.0,309938.0,6185519.0,3444757.0,150000.0,1000.0,44313.0,2114117.0,403500.0,584147.0,35000.0,1750000.0,1000.0,282657.0,582519.0,3131290.0,0.0,99166084.0
Syracuse,0.0,2310724.0,89050.0,0.0,35000.0,232798.0,0.0,2250000.0,13705274.0,890519.0,894816.0,3248713.0,9250000.0,1048822.0,200000.0,715432.0,861645.0,37754719.0,1750000.0,66119379.0,29461415.0,587223.0,2316543.0,819137.0,487236.0,139547.0,4000.0,1321926.0,12407303.0,784299.0,2184378.0,35000.0,16250000.0,15000.0,2655957.0,878064.0,1942508.0,100000.0,322876198.0
