City,A_AG_WILDLIFE,C_CONSTRUCTION,E_EDUCATION,E_EXTRACTION,G_GOVERNMENT,H_HEALTH_CARE,L_ACCOMMODATION,L_CULTURAL_REC,L_RSTRNT_BAR,L_SPECIAL_EVENT,M_MANUFACTURING,O_OTHER,R_AUTO_PRIVATE,R_AUTO_RETAIL,R_BUILDING_SUPPLY,R_CLOTHING,R_ELECTRONICS,R_FURNITURE,R_GAS_STATIONS,R_GENERAL_RETAIL,R_GROCERY_BEV,R_HEALTH_RETAIL,R_NONSTORE_RETAIL,R_OTHER_RETAIL,R_SPORT_HOBBY,S_ADMIN_SUPPORT,S_CORPORATE_MGMT,S_FINANCIAL,S_IT_DATA_20,S_PROF_TECH_SRV,S_RENTAL_LEASING,S_WHLSLE_ETRADE,U_UTILITIES,W_DISTRIBUTION,W_WHLSALE_DURABLE,W_WHLSLE_NDURABLE,X_ADJUSTMENTS,X_UNKNOWN,TOTAL
Springville,30000.0,6907014.0,196191.0,100000.0,1750000.0,646731.0,1750000.0,700000.0,23606890.0,150000.0,20260561.0,7517634.0,7250000.0,17584390.0,6170224.0,1675812.0,2709914.0,1663219.0,10750000.0,98634636.0,24778041.0,1912386.0,7815042.0,5189753.0,2365120.0,1097457.0,1000.0,848522.0,14303915.0,1501896.0,2378552.0,800000.0,7250000.0,700000.0,18683849.0,2631669.0,8611641.0,50000.0,436672899.0
Lindon,7000.0,12215270.0,282497.0,1000.0,7000.0,45000.0,0.0,350000.0,8509457.0,40000.0,30258862.0,7029134.0,4000000.0,97800198.0,65300301.0,903882.0,5303370.0,5669763.0,2000000.0,73785634.0,300000.0,149689.0,3343717.0,7328531.0,1687883.0,2286930.0,0.0,1012036.0,16332074.0,2172114.0,27401907.0,15000.0,11000000.0,90000.0,25986859.0,1107241.0,746819.0,0.0,511312920.0
Moab,0.0,1161131.0,30000.0,150000.0,70000.0,372693.0,46569670.0,2623557.0,30465539.0,237539.0,5636718.0,1108947.0,2500000.0,13302821.0,3249385.0,3860921.0,1353623.0,104096.0,37500000.0,3500310.0,9462854.0,6188154.0,950015.0,6758233.0,4523310.0,391520.0,0.0,2862446.0,5418832.0,501414.0,5492766.0,35000.0,6000000.0,3250000.0,4789984.0,3164948.0,3755935.0,6000.0,281172008.0
Roy,1000.0,373557.0,66059.0,1000.0,0.0,503159.0,100000.0,2500000.0,29390209.0,80000.0,1462534.0,6480410.0,8750000.0,28621764.0,1427163.0,2677376.0,862143.0,3159514.0,13179888.0,3661730.0,79626817.0,2435958.0,2134567.0,3082861.0,1316313.0,377388.0,0.0,1130858.0,18319784.0,1111369.0,2081598.0,15000.0,22500000.0,9000.0,3815067.0,639980.0,1804110.0,0.0,274088959.0
Roosevelt,0.0,2118561.0,100000.0,11666279.0,500000.0,1609309.0,350000.0,450000.0,12787107.0,90000.0,16838264.0,11107087.0,4000000.0,40578025.0,40014687.0,564217.0,2516537.0,1934069.0,10500000.0,6617589.0,41375892.0,228119.0,1278038.0,3103118.0,379371.0,167675.0,0.0,517010.0,26055085.0,6223135.0,10010750.0,15000.0,4250000.0,2000000.0,32300780.0,4068830.0,3401601.0,6000.0,325580155.0
Brigham,40000.0,831361.0,248112.0,4000.0,70000.0,1314584.0,1500000.0,1476615.0,17273417.0,1500000.0,16428632.0,8343493.0,5750000.0,27091771.0,3647134.0,1820578.0,3085364.0,1475968.0,6750000.0,8856450.0,30158941.0,813586.0,1467711.0,2559650.0,453657.0,272431.0,20000.0,694861.0,10914279.0,1561657.0,2664581.0,25000.0,11500000.0,300000.0,23860678.0,1065502.0,2736738.0,150000.0,224567004.0
Millcreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy,1000000.0,24476539.0,1156863.0,30000.0,250000.0,3215289.0,28664465.0,14502041.0,144209611.0,15381552.0,31539774.0,43482606.0,30500000.0,378245453.0,86792614.0,95857064.0,54442551.0,18618998.0,18395875.0,356721887.0,134872140.0,24469773.0,14148645.0,49680068.0,83438779.0,16478999.0,1250000.0,8352109.0,107424893.0,20346364.0,17927839.0,3657000.0,76000000.0,882487.0,227731890.0,15619913.0,25106937.0,0.0,2880153013.0
Farmington,0.0,2030927.0,32829.0,2000.0,150000.0,809387.0,15000.0,48500000.0,8624505.0,280349.0,1102806.0,5306195.0,6500000.0,4235013.0,247330.0,15719806.0,357609.0,1973843.0,3250000.0,644691.0,44219381.0,964459.0,1622081.0,9762874.0,4039889.0,206837.0,250000.0,632140.0,13001023.0,1517899.0,1640113.0,10000.0,13750000.0,60000.0,3775138.0,468772.0,999642.0,0.0,233425709.0
Park City,25000.0,1432264.0,41672846.0,100000.0,3000.0,366546.0,205487729.0,6734078.0,86577053.0,1453603.0,11146405.0,3844728.0,6750000.0,2981912.0,2811470.0,23279873.0,13171568.0,6365873.0,3000000.0,1696903.0,66913822.0,5745361.0,4037569.0,16218100.0,42402986.0,2870588.0,5000.0,2955237.0,16259053.0,6163123.0,32666180.0,152875.0,32000000.0,300000.0,11422710.0,3609846.0,17253774.0,150000.0,792060614.0
Orem,1000.0,16261604.0,8850512.0,1500000.0,1500000.0,5678282.0,11250000.0,9287920.0,131829860.0,1001748.0,105669244.0,43302074.0,25000000.0,234833320.0,74759390.0,115643895.0,56185932.0,68633242.0,23195815.0,337377476.0,133441074.0,16097609.0,15813112.0,80073443.0,72999750.0,4953845.0,300000.0,6987075.0,69225470.0,39619817.0,21484054.0,701826.0,70250000.0,278580.0,132910685.0,14380032.0,15048999.0,0.0,2737235673.0
Richfield,9000.0,1775650.0,300000.0,1000000.0,600000.0,1053833.0,7316813.0,150000.0,14740902.0,65403.0,2490444.0,4871151.0,3000000.0,22031754.0,21333728.0,4678335.0,745283.0,2021707.0,6500000.0,55310738.0,15093437.0,617341.0,977925.0,3544468.0,755011.0,235229.0,0.0,381670.0,5954671.0,635101.0,16208908.0,20000.0,7500000.0,200000.0,9186228.0,6261097.0,2810513.0,0.0,294569223.0
Delta,250000.0,3021626.0,3000.0,1250000.0,0.0,150000.0,1750000.0,500000.0,2427141.0,25000.0,1961258.0,1963995.0,1500000.0,5000000.0,3308004.0,148602.0,167820.0,250000.0,1000000.0,4705523.0,13106231.0,827089.0,655070.0,1110845.0,1793864.0,39264.0,7000.0,177931.0,1984396.0,235685.0,6078434.0,25000.0,2500000.0,4000.0,2191075.0,6023861.0,3070908.0,0.0,79241365.0
Logan,30000.0,11153734.0,8975375.0,1000.0,23000000.0,2241710.0,8335733.0,1918553.0,82565021.0,1012371.0,41238993.0,25796033.0,12500000.0,50369850.0,69306335.0,44234608.0,25504971.0,6892557.0,12908510.0,77393982.0,131327975.0,10373199.0,6491967.0,30372998.0,27368156.0,2711387.0,350000.0,4372163.0,33318652.0,5991870.0,14423522.0,809979.0,11000000.0,500000.0,56986148.0,10025784.0,12997473.0,80000.0,1100739569.0
Clearfield,15000.0,4329451.0,330952.0,100000.0,1250000.0,607298.0,600000.0,1046382.0,20935024.0,80000.0,28457265.0,9009041.0,5250000.0,16700783.0,2028819.0,1470595.0,1007671.0,112385.0,10500000.0,2170671.0,19102384.0,478365.0,2383420.0,8648123.0,1481449.0,529421.0,0.0,1064410.0,15823149.0,3035659.0,5846713.0,40000.0,18000000.0,200000.0,9204423.0,7145454.0,5812582.0,70000.0,230776148.0
South Salt Lake,9000.0,49783957.0,399149.0,250000.0,200000.0,326435.0,3500000.0,2942949.0,36707528.0,30000.0,66099840.0,46089596.0,350000.0,186687799.0,119917000.0,2644958.0,70081116.0,55385275.0,8000000.0,10692747.0,26400305.0,3302605.0,9716936.0,65164323.0,7948593.0,7843050.0,3000.0,2478956.0,34972625.0,23105805.0,22695257.0,2000000.0,24750000.0,2905357.0,300966265.0,30160853.0,20824798.0,-344000.0,1470211694.0
Pleasant Grove,0.0,2913775.0,535688.0,2000.0,1000000.0,512034.0,0.0,764616.0,10323064.0,600000.0,10986551.0,8361445.0,8250000.0,27721127.0,1963053.0,2245349.0,1195625.0,2408175.0,5000000.0,3654658.0,44991608.0,598966.0,3789140.0,5302362.0,1752926.0,1289760.0,40000.0,1026662.0,44146931.0,2551373.0,2697924.0,144432.0,18000000.0,15000.0,9616336.0,987200.0,4764970.0,800000.0,253255243.0
North Salt Lake,300000.0,8046552.0,21643.0,12750000.0,150000.0,15000.0,2750000.0,1750000.0,12792176.0,30000.0,28363829.0,16700238.0,4750000.0,50726060.0,2192075.0,1573758.0,3787785.0,354487.0,10783847.0,2137805.0,7876064.0,374817.0,1929732.0,8071311.0,346109.0,1292987.0,1000.0,1681267.0,13829065.0,2679789.0,13787812.0,199720.0,15250000.0,1975578.0,36410684.0,12056443.0,8094348.0,450000.0,313911620.0
Cedar City,200000.0,11101694.0,2010582.0,1250000.0,1250000.0,1394729.0,13587644.0,1383354.0,47623995.0,725985.0,20342166.0,11317099.0,10000000.0,40349009.0,39254170.0,6322315.0,4115541.0,3501238.0,16571143.0,111126260.0,42956914.0,5875612.0,3045736.0,12750444.0,8153612.0,2114283.0,0.0,1360560.0,19205879.0,5885898.0,8931004.0,294269.0,20500000.0,12034758.0,21147960.0,7026739.0,4794620.0,100000.0,688315646.0
Price,0.0,3153311.0,324911.0,1500000.0,5750000.0,1920901.0,5500000.0,250000.0,18985904.0,150000.0,16475568.0,9734377.0,2500000.0,47436092.0,11388152.0,2009746.0,3972192.0,700000.0,5750000.0,66507381.0,26806485.0,502542.0,1522601.0,5756640.0,1215807.0,841991.0,20000.0,790333.0,7602841.0,1182507.0,3508322.0,17773.0,4500000.0,200000.0,25925672.0,8397430.0,-908290.0,0.0,378323270.0
Centerville,6000.0,1515632.0,37064.0,3000.0,40000.0,264266.0,0.0,454015.0,28653232.0,50000.0,22540881.0,7061545.0,4500000.0,33215040.0,53377387.0,4275404.0,3044984.0,546419.0,2750000.0,111603044.0,22779574.0,430006.0,2178062.0,19636727.0,6592877.0,185068.0,0.0,856966.0,17670595.0,2836552.0,1193547.0,32131.0,12250000.0,150000.0,7087831.0,5650309.0,2119785.0,0.0,524499535.0
Lehi,20000.0,14657899.0,619493.0,150000.0,21500000.0,845987.0,8000000.0,9098634.0,34106537.0,1217015.0,43819719.0,12981446.0,13500000.0,25372389.0,24291595.0,14545998.0,7383484.0,4482316.0,14678214.0,131739168.0,63399370.0,2487248.0,7910204.0,16114572.0,55256994.0,997442.0,400000.0,1873282.0,33520583.0,6721925.0,15472949.0,116026.0,8750000.0,450000.0,66234211.0,4136235.0,7042352.0,0.0,920697307.0
Kanab,6000.0,217109.0,40000.0,2000000.0,0.0,295044.0,10919438.0,150000.0,8588960.0,45000.0,712774.0,1946317.0,1500000.0,1823590.0,2250000.0,2673053.0,196937.0,92729.0,2500000.0,3142357.0,12637535.0,226578.0,1176529.0,1956165.0,433698.0,142928.0,0.0,303659.0,4078360.0,411355.0,755584.0,30000.0,3250000.0,200000.0,1012150.0,674869.0,1738387.0,0.0,79378622.0
Spanish Fork,35000.0,3199719.0,316685.0,15000.0,12750000.0,1019713.0,500000.0,2444946.0,28798463.0,479431.0,23155340.0,18051492.0,10500000.0,24997821.0,1599940.0,3707171.0,2218060.0,3153979.0,8677889.0,46060911.0,46939739.0,729926.0,5556451.0,10508646.0,8119834.0,977974.0,60000.0,1200962.0,16908031.0,1866262.0,3407397.0,181166.0,6750000.0,500000.0,19073044.0,5040797.0,4469379.0,0.0,407328750.0
Herriman,0.0,855366.0,149891.0,0.0,0.0,605891.0,0.0,1750000.0,8760724.0,45000.0,3674046.0,1360033.0,8250000.0,3430469.0,146181.0,327110.0,252233.0,121821.0,5500000.0,521808.0,27500000.0,2312030.0,1830976.0,385499.0,440329.0,72385.0,0.0,775321.0,9224075.0,691200.0,1551821.0,4000.0,13000000.0,100000.0,3128613.0,255912.0,1005546.0,0.0,107893110.0
Layton,50000.0,4537536.0,2013073.0,300000.0,600000.0,2837152.0,16117076.0,5052228.0,124225021.0,3451752.0,28069127.0,25848530.0,17000000.0,125559047.0,80676881.0,62940717.0,16671921.0,10971944.0,16749044.0,262127652.0,82475577.0,10296917.0,7266323.0,69692368.0,34278643.0,2887549.0,150000.0,2212832.0,64156995.0,6521807.0,28289812.0,451126.0,50000000.0,600000.0,40153637.0,13656217.0,14760839.0,20000.0,1717849675.0
West Jordan,1000000.0,17844418.0,1485185.0,1250000.0,450000.0,2265967.0,2750000.0,8654999.0,113086534.0,1473207.0,59651789.0,33883595.0,24750000.0,18526070.0,129248841.0,53835496.0,33300461.0,27587257.0,25822219.0,235555640.0,130581477.0,10932481.0,9801335.0,49003639.0,20179176.0,1136336.0,40000.0,4626399.0,75892637.0,9956061.0,13070914.0,1570400.0,70500000.0,1141664.0,46292794.0,37919654.0,14240022.0,5000.0,1747098436.0
Blanding,90000.0,671437.0,300000.0,1000.0,2250000.0,350000.0,2250000.0,250000.0,1750000.0,15000.0,492235.0,649467.0,3250000.0,1250000.0,4250000.0,89509.0,70019.0,60000.0,2750000.0,4070793.0,6250000.0,196634.0,1234707.0,578527.0,167499.0,80026.0,0.0,47988.0,2271693.0,428464.0,343159.0,2000.0,350000.0,700000.0,1441211.0,1331290.0,608813.0,0.0,48876452.0
Washington City,150000.0,993548.0,341450.0,50000.0,8500000.0,20000.0,2919974.0,3500000.0,19493768.0,50000.0,6521829.0,4997264.0,10250000.0,14856233.0,36747207.0,4982600.0,16509186.0,4975391.0,8250000.0,102150753.0,8918786.0,5256083.0,1766471.0,6083407.0,3438850.0,281927.0,0.0,890413.0,8969136.0,1357578.0,3593086.0,120118.0,5750000.0,800000.0,5683986.0,1076392.0,2704759.0,0.0,454716583.0
Tooele City,1000.0,2556659.0,199117.0,30000.0,700000.0,1790573.0,4500000.0,3743509.0,31481506.0,345205.0,52835741.0,8695968.0,7000000.0,40593316.0,21756323.0,4027323.0,2488207.0,3737670.0,10643927.0,108963224.0,32552714.0,1652122.0,2992401.0,7444022.0,4953948.0,3035649.0,0.0,1562321.0,27317267.0,1253446.0,5734180.0,179228.0,19750000.0,20000.0,9255103.0,2026626.0,5031059.0,0.0,574939025.0
South Jordan,0.0,2460784.0,1310614.0,225750000.0,2500000.0,1933619.0,4000000.0,2931979.0,60519566.0,924072.0,17552272.0,14295169.0,16000000.0,126275665.0,4147694.0,54496179.0,49377243.0,3493837.0,9500000.0,142167410.0,62963635.0,3653725.0,9770980.0,39262203.0,7380057.0,1505945.0,150000.0,6271647.0,65453140.0,7715154.0,7642729.0,200000.0,43000000.0,150000.0,75247233.0,1585753.0,5847974.0,0.0,1386966932.0
Tremonton,200000.0,770308.0,40000.0,0.0,15000.0,70000.0,2250000.0,350000.0,10610904.0,200000.0,8230911.0,3882244.0,3250000.0,21551018.0,1649007.0,166827.0,274353.0,677917.0,6500000.0,3927895.0,22610219.0,791962.0,568066.0,876057.0,2260671.0,2579700.0,0.0,95157.0,3688315.0,2071310.0,449529.0,30000.0,5250000.0,150000.0,5449485.0,3979589.0,-2772280.0,0.0,128199846.0
Monticello,7000.0,450000.0,35000.0,1000.0,300000.0,15000.0,2000000.0,20000.0,1250000.0,5000.0,381617.0,895516.0,1750000.0,2000000.0,60000.0,78006.0,31283.0,7000.0,2250000.0,100362.0,3750000.0,179015.0,231367.0,440391.0,414800.0,87936.0,0.0,18619.0,1279406.0,47192.0,99615.0,1000.0,1750000.0,60000.0,1042428.0,1801305.0,287258.0,80000.0,26708973.0
Beaver City,200000.0,316170.0,50000.0,1250000.0,0.0,150000.0,3751459.0,70000.0,6715001.0,20000.0,1437910.0,2313402.0,1250000.0,2775894.0,1512016.0,146169.0,247988.0,25000.0,8250000.0,3512547.0,4750000.0,369508.0,424667.0,472924.0,287559.0,50427.0,0.0,270061.0,4145182.0,229504.0,148802.0,90000.0,2500000.0,50000.0,759447.0,1833619.0,513587.0,0.0,64290538.0
Draper,400000.0,14816858.0,340269.0,50000.0,6000.0,1668659.0,5394208.0,9227886.0,65465582.0,160484.0,54423739.0,23675049.0,14250000.0,173732835.0,12716774.0,29213863.0,19230173.0,86463909.0,13250000.0,44114882.0,85813959.0,4216737.0,5408952.0,28949152.0,12439226.0,3194612.0,8000.0,2481918.0,36162534.0,8019980.0,10216576.0,242263.0,38750000.0,450000.0,32518197.0,13872270.0,15910404.0,100000.0,1105476155.0
Cottonwood Heights,0.0,12642307.0,199811.0,450000.0,1250000.0,1344541.0,2190461.0,1316333.0,51745713.0,90000.0,3600304.0,4423292.0,3500000.0,5733074.0,36464398.0,15214731.0,10453934.0,646955.0,8000000.0,72744871.0,53905703.0,21153871.0,8334560.0,7039916.0,7619026.0,2113722.0,7000000.0,1022748.0,23883754.0,23209005.0,4107006.0,30000.0,29500000.0,150000.0,7117614.0,1724112.0,3759340.0,0.0,576584406.0
Payson,5000.0,293323.0,99581.0,2000.0,9250000.0,2538843.0,900000.0,150000.0,15614677.0,100000.0,9384068.0,5948986.0,5750000.0,9983059.0,2793137.0,1520157.0,1256321.0,187163.0,5000000.0,79124971.0,23341299.0,1141030.0,1746286.0,2215082.0,297267.0,258152.0,0.0,497648.0,10025026.0,1199150.0,4784785.0,20000.0,3500000.0,10000.0,13147330.0,4012327.0,2467175.0,0.0,309325834.0
Hurricane,350000.0,3499410.0,25000.0,450000.0,7750000.0,368357.0,3358178.0,2309878.0,10681882.0,203327.0,11138588.0,5501867.0,6000000.0,7720147.0,3552547.0,162191.0,712864.0,1514749.0,6000000.0,41614119.0,14648538.0,396615.0,2591339.0,6035014.0,1641690.0,1538034.0,0.0,681983.0,7501309.0,491154.0,1893358.0,200000.0,3500000.0,964132.0,25108703.0,691235.0,4119849.0,0.0,243193299.0
Eagle Mountain,40000.0,180757.0,28147.0,900000.0,11000000.0,15000.0,0.0,700000.0,1065816.0,150000.0,390691.0,669215.0,5250000.0,230089.0,600000.0,499898.0,88235.0,80000.0,4500000.0,467760.0,15000.0,143098.0,1771767.0,632781.0,513466.0,124941.0,0.0,340854.0,7335996.0,536987.0,448239.0,35000.0,450000.0,60000.0,1130997.0,229927.0,996390.0,0.0,48581289.0
Bountiful,0.0,3046598.0,286886.0,5000.0,1750000.0,4462716.0,0.0,3329969.0,34217207.0,135882.0,9415849.0,17913085.0,12500000.0,123021018.0,4875699.0,7510874.0,6173325.0,3225894.0,8000000.0,5226911.0,99047376.0,5122765.0,4391537.0,9455211.0,5003421.0,8071530.0,1000.0,2788656.0,23996568.0,6972083.0,5539731.0,66874.0,32500000.0,200000.0,11659658.0,1096162.0,350933.0,0.0,511145693.0
Kaysville,0.0,3696828.0,729733.0,1000.0,0.0,350767.0,15000.0,6161014.0,14702247.0,75826.0,4013358.0,7472265.0,9500000.0,30491511.0,3182557.0,1205980.0,2255207.0,332831.0,1250000.0,4113903.0,24808661.0,14652076.0,7717402.0,4215970.0,2986104.0,2940667.0,1000.0,899188.0,16970106.0,2549712.0,1655895.0,70000.0,16250000.0,70000.0,3561572.0,4578637.0,1754327.0,0.0,226313415.0
American Fork,800000.0,13145003.0,351161.0,60000.0,150000.0,1325085.0,1750000.0,2170181.0,68858123.0,834840.0,10306464.0,21767707.0,6500000.0,169329851.0,38969037.0,26809045.0,22205433.0,5676157.0,8111720.0,137174312.0,13384852.0,8899771.0,4002771.0,32742872.0,22349835.0,1137626.0,0.0,2953597.0,28866092.0,5138491.0,7298647.0,64233.0,21750000.0,250000.0,26928108.0,14149373.0,10514570.0,-1000.0,1000757335.0
Saratoga Springs,0.0,161685.0,214862.0,0.0,45000.0,400000.0,0.0,1250000.0,13413349.0,50000.0,1477348.0,2172104.0,5250000.0,2700371.0,115489.0,1588265.0,327054.0,217818.0,0.0,69517934.0,25951170.0,341467.0,1493330.0,503405.0,601596.0,67998.0,0.0,546641.0,7287847.0,399204.0,741590.0,15000.0,10500000.0,400000.0,4134977.0,309377.0,1947981.0,0.0,227255401.0
Holladay,150000.0,899451.0,1075299.0,0.0,2000.0,288711.0,4250000.0,4943196.0,26269372.0,250000.0,7595744.0,4201213.0,4250000.0,3154984.0,5504914.0,4205897.0,2006720.0,1313464.0,3000000.0,19294971.0,22372716.0,4664513.0,1881965.0,6017725.0,4437930.0,1766909.0,1000.0,2758102.0,16129328.0,2666755.0,1596853.0,700000.0,23250000.0,1750000.0,6472836.0,1365207.0,4159724.0,0.0,240288719.0
Ogden,250000.0,16575107.0,4301949.0,1500000.0,200000.0,2886738.0,13192898.0,5966565.0,100183613.0,1888478.0,97922923.0,55057221.0,26750000.0,106865704.0,100304964.0,40725450.0,25826494.0,7284344.0,32511688.0,90708890.0,132880342.0,20470641.0,14254197.0,59268429.0,16755618.0,7143280.0,4000.0,6574355.0,71583087.0,9897543.0,35827025.0,720103.0,66250000.0,1170901.0,142973523.0,38567020.0,20996847.0,45000.0,1670556594.0
St George,350000.0,31574868.0,2041381.0,2750000.0,46750000.0,5952064.0,47656741.0,12275521.0,140811648.0,2426432.0,38699596.0,50848899.0,31000000.0,194675606.0,96379083.0,74167840.0,18726010.0,35111701.0,24080862.0,283299777.0,107227649.0,13621874.0,11904752.0,41648005.0,43963011.0,5314201.0,300000.0,5014383.0,57724970.0,15106451.0,21964495.0,1453378.0,23500000.0,1023723.0,83346139.0,17883309.0,17994859.0,40000.0,2144681686.0
Springdale,0.0,15000.0,2000.0,0.0,0.0,1000.0,20348922.0,600000.0,19371138.0,45000.0,173691.0,150000.0,300000.0,4000.0,400000.0,703641.0,56218.0,15000.0,900000.0,567183.0,25000.0,7130.0,307778.0,4789269.0,1751630.0,143092.0,0.0,19045.0,1893429.0,451404.0,552142.0,25000.0,1500000.0,1000.0,353084.0,393068.0,2065727.0,0.0,66745662.0
Syracuse,0.0,556158.0,76929.0,0.0,35000.0,434818.0,0.0,2250000.0,10832551.0,700000.0,1120439.0,2662385.0,7000000.0,884452.0,90000.0,364051.0,286165.0,33125542.0,1500000.0,60560923.0,23000000.0,397705.0,1157250.0,1212166.0,657003.0,104472.0,0.0,439285.0,12351881.0,774560.0,649994.0,7000.0,13750000.0,15000.0,1679628.0,294892.0,1845058.0,0.0,278925862.0
