City,A_AG_WILDLIFE,C_CONSTRUCTION,E_EDUCATION,E_EXTRACTION,G_GOVERNMENT,H_HEALTH_CARE,L_ACCOMMODATION,L_CULTURAL_REC,L_RSTRNT_BAR,L_SPECIAL_EVENT,M_MANUFACTURING,O_OTHER,R_AUTO_PRIVATE,R_AUTO_RETAIL,R_BUILDING_SUPPLY,R_CLOTHING,R_ELECTRONICS,R_FURNITURE,R_GAS_STATIONS,R_GENERAL_RETAIL,R_GROCERY_BEV,R_HEALTH_RETAIL,R_NONSTORE_RETAIL,R_OTHER_RETAIL,R_SPORT_HOBBY,S_ADMIN_SUPPORT,S_CORPORATE_MGMT,S_FINANCIAL,S_IT_DATA_20,S_PROF_TECH_SRV,S_RENTAL_LEASING,S_WHLSLE_ETRADE,U_UTILITIES,W_DISTRIBUTION,W_WHLSALE_DURABLE,W_WHLSLE_NDURABLE,X_ADJUSTMENTS,X_UNKNOWN,TOTAL
Springville,0.0,4317945.0,239312.0,600000.0,11750000.0,567396.0,1750000.0,600000.0,21980199.0,70000.0,18469941.0,7354062.0,7250000.0,13289643.0,6141300.0,1656802.0,3208878.0,1307629.0,10250000.0,94039958.0,19215629.0,1775344.0,8174118.0,7159628.0,1953194.0,1354004.0,7000.0,657998.0,13223051.0,2215408.0,2680960.0,80000.0,11000000.0,500000.0,16303749.0,2985662.0,9414134.0,0.0,424974377.0
Lindon,5000.0,20748640.0,255687.0,1000.0,7000.0,69808.0,0.0,535712.0,7915084.0,150000.0,26529209.0,6152189.0,3000000.0,76967029.0,54342655.0,705125.0,4012041.0,5857816.0,2250000.0,71320273.0,15000.0,342385.0,2294450.0,15841519.0,1736189.0,2537719.0,0.0,963584.0,15579957.0,2666739.0,26265990.0,15000.0,11000000.0,100000.0,25098641.0,1070933.0,4918317.0,0.0,493351039.0
Moab,0.0,903527.0,20000.0,700000.0,50000.0,364185.0,40749296.0,2242911.0,29153447.0,178869.0,5111095.0,1709961.0,2750000.0,12317539.0,3081884.0,3384794.0,1412783.0,270458.0,35750000.0,3243566.0,9144138.0,5800332.0,919127.0,6496673.0,4407994.0,469977.0,0.0,2193967.0,4979228.0,586026.0,5933929.0,40000.0,6500000.0,3000000.0,3778566.0,2830240.0,4679117.0,3000.0,265963229.0
Roy,1000.0,296064.0,70045.0,1000.0,0.0,461096.0,150000.0,2510970.0,27327135.0,300000.0,1407436.0,6983195.0,8500000.0,27977928.0,1742975.0,1921713.0,597767.0,3010023.0,12632346.0,3576903.0,78033857.0,2631901.0,1611751.0,3414928.0,1303277.0,339217.0,1000.0,892622.0,16370494.0,917626.0,1511496.0,20000.0,22250000.0,7000.0,3312166.0,550194.0,2419369.0,20000.0,264183352.0
Roosevelt,6000.0,2590968.0,150000.0,9140462.0,150000.0,1329780.0,300000.0,450000.0,11264069.0,150000.0,8032360.0,8265518.0,3500000.0,35823817.0,25113572.0,485151.0,1886989.0,2000000.0,9250000.0,5766454.0,37102019.0,185585.0,966567.0,1828936.0,519516.0,204415.0,0.0,433910.0,17139840.0,5347787.0,6931397.0,30000.0,4500000.0,1500000.0,23521206.0,3222980.0,2088851.0,-34000.0,253096780.0
Brigham,60000.0,1412814.0,237197.0,90000.0,70000.0,1428870.0,1500000.0,1391799.0,15502625.0,1144209.0,17948760.0,7672319.0,5500000.0,26716143.0,2328328.0,1769767.0,3158273.0,1250000.0,6500000.0,8996333.0,29698011.0,756437.0,1254410.0,2547804.0,375807.0,158521.0,15000.0,646938.0,10543912.0,1305456.0,4607769.0,20000.0,12250000.0,200000.0,14640051.0,770415.0,2618151.0,0.0,212460540.0
Millcreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy,900000.0,20509676.0,1120552.0,40000.0,200000.0,2665737.0,27774365.0,13701926.0,133924452.0,13123104.0,32658781.0,39335739.0,32750000.0,312376391.0,79926144.0,91686444.0,54116158.0,16867060.0,17334747.0,341448236.0,134478765.0,22251329.0,16404063.0,50273403.0,54161952.0,6989218.0,200000.0,8457807.0,97991170.0,23073345.0,26265076.0,1945895.0,75750000.0,1250000.0,115555375.0,19418619.0,31164734.0,0.0,2568175487.0
Farmington,0.0,1501984.0,30000.0,15000.0,150000.0,768361.0,0.0,45500000.0,4200599.0,271026.0,2947660.0,3585229.0,6500000.0,3374297.0,113100.0,7774178.0,404312.0,1502608.0,3000000.0,491155.0,38627480.0,584318.0,1654604.0,1976644.0,1806475.0,399499.0,20000.0,655349.0,10662100.0,1419230.0,1169655.0,80000.0,13000000.0,35000.0,3555459.0,393353.0,1721910.0,20000.0,177530275.0
Park City,15000.0,1374675.0,44024456.0,45000.0,3000.0,586738.0,209462677.0,5832132.0,81243404.0,1388869.0,10244258.0,2819555.0,6750000.0,2236026.0,2705804.0,25390111.0,13741269.0,7169411.0,3000000.0,1511028.0,65092974.0,5512835.0,3041712.0,16115846.0,44219410.0,2530455.0,0.0,3329066.0,16646273.0,6904412.0,31671590.0,64359.0,33750000.0,300000.0,11245413.0,2749830.0,14015054.0,4000.0,793460911.0
Orem,0.0,13352740.0,8824905.0,1000000.0,1500000.0,5314845.0,9500000.0,8319024.0,127391828.0,855851.0,98340721.0,42674150.0,21250000.0,206912963.0,66507649.0,129353875.0,58584139.0,64116956.0,22906285.0,329806564.0,126742279.0,13008241.0,14703451.0,73966930.0,71548536.0,5704920.0,150000.0,6282801.0,65732233.0,16139175.0,23502211.0,1255876.0,63500000.0,224018.0,125637488.0,15099170.0,22381924.0,45000.0,2626684150.0
Richfield,20000.0,1258066.0,150000.0,1500000.0,450000.0,962790.0,6453623.0,250000.0,13325153.0,74983.0,2481313.0,5155282.0,2250000.0,19899475.0,20399928.0,4621020.0,567045.0,2234916.0,6500000.0,54700393.0,14771844.0,544243.0,896392.0,3464147.0,406362.0,213605.0,0.0,364590.0,6776788.0,700633.0,19034764.0,15000.0,8250000.0,100000.0,8997984.0,6463147.0,2515282.0,0.0,289821894.0
Delta,200000.0,731382.0,4000.0,2750000.0,0.0,150000.0,1500000.0,500000.0,3014924.0,15000.0,2467633.0,1831313.0,1500000.0,4088296.0,2804603.0,142078.0,222416.0,200000.0,1250000.0,4742625.0,13264673.0,934364.0,606711.0,1411645.0,1657140.0,32609.0,5000.0,199413.0,2293092.0,218695.0,5748424.0,4000.0,2750000.0,1000.0,16128794.0,4570689.0,884718.0,0.0,89389505.0
Logan,25000.0,7900527.0,8617306.0,1000.0,22250000.0,1889019.0,8297381.0,1850894.0,78855812.0,1262547.0,42100538.0,25689802.0,13000000.0,46140420.0,61859340.0,39893760.0,26651408.0,7438577.0,10660202.0,76271048.0,125114390.0,8978748.0,6319059.0,29015330.0,28263051.0,2590054.0,400000.0,2832213.0,32597357.0,4912721.0,13486964.0,2065439.0,13500000.0,754088.0,57093386.0,11003731.0,14238015.0,-34000.0,1063022690.0
Clearfield,3000.0,5347307.0,305255.0,15000.0,1250000.0,300680.0,700000.0,1076191.0,20346231.0,100000.0,31150507.0,10969660.0,6500000.0,18943728.0,1912315.0,1077905.0,2038854.0,200000.0,11000000.0,2436926.0,18217936.0,251626.0,1813070.0,7884158.0,1329765.0,449314.0,0.0,1869043.0,13530023.0,2543371.0,5122460.0,40000.0,17500000.0,150000.0,9952644.0,9312567.0,7078258.0,0.0,238977028.0
South Salt Lake,8000.0,36848052.0,324096.0,0.0,150000.0,521369.0,3000000.0,3385018.0,34518237.0,25000.0,60631185.0,49656562.0,300000.0,183778807.0,103156127.0,1772231.0,64748704.0,55577580.0,5750000.0,10883822.0,27527106.0,3400670.0,7868258.0,65752513.0,7379254.0,8498695.0,2000.0,2826863.0,33390788.0,19382775.0,24110636.0,1500000.0,26500000.0,2427846.0,286569375.0,30083585.0,23488086.0,0.0,1402508014.0
Pleasant Grove,1000.0,2117191.0,388354.0,2000.0,250000.0,406773.0,0.0,618844.0,8913252.0,700000.0,32492744.0,7681968.0,7750000.0,23798485.0,2041352.0,1703762.0,878867.0,1698004.0,4500000.0,3684755.0,45619325.0,455259.0,3383195.0,5179461.0,1731504.0,2545081.0,15000.0,1076626.0,16579279.0,4319087.0,3113768.0,284781.0,18500000.0,35000.0,9284652.0,973055.0,6526772.0,30000.0,239395589.0
North Salt Lake,6000.0,7285546.0,15000.0,4500000.0,250000.0,20000.0,2500000.0,1750000.0,12056001.0,15000.0,27331180.0,15077721.0,5000000.0,39917816.0,922809.0,1288812.0,2886105.0,455948.0,11500000.0,1554013.0,7551067.0,288588.0,2045461.0,8214797.0,331144.0,723455.0,0.0,1691776.0,15692724.0,3459191.0,12739745.0,295977.0,15250000.0,2527124.0,32669568.0,9458624.0,6850404.0,30000.0,280966980.0
Cedar City,200000.0,10480876.0,2150930.0,1250000.0,1250000.0,1453455.0,12408506.0,1580396.0,43527325.0,496596.0,13547737.0,10449790.0,9750000.0,36204588.0,35413564.0,5212150.0,4621249.0,2786705.0,15855311.0,108874038.0,43204590.0,5918665.0,2982918.0,13524980.0,8380946.0,2072990.0,0.0,1401050.0,20164014.0,5906323.0,9395569.0,335366.0,22000000.0,9098068.0,18976064.0,8869777.0,8458238.0,0.0,663712184.0
Price,0.0,3486262.0,340356.0,3250000.0,5250000.0,1733339.0,6000000.0,248403.0,18947499.0,211847.0,21901677.0,9187187.0,2750000.0,42691068.0,10372222.0,1961646.0,3208907.0,1065964.0,5750000.0,69185844.0,27189243.0,406919.0,1343290.0,5525636.0,759648.0,861203.0,5000.0,796815.0,7142466.0,1141130.0,4035786.0,5000.0,4250000.0,450000.0,28765325.0,8508988.0,2771730.0,2000.0,389371964.0
Centerville,6000.0,1566954.0,38026.0,3000.0,25000.0,141086.0,0.0,157254.0,27335430.0,150000.0,20682396.0,6327743.0,5000000.0,31426613.0,44109103.0,4260013.0,2991878.0,801640.0,2500000.0,107252685.0,24476614.0,241132.0,2911040.0,19540290.0,5623515.0,154131.0,0.0,871135.0,11068431.0,2342505.0,1082393.0,80000.0,12000000.0,150000.0,5571965.0,5167981.0,4660033.0,0.0,494007139.0
Lehi,2000.0,9992773.0,567685.0,150000.0,19250000.0,664973.0,7000000.0,7958969.0,25344080.0,1208551.0,31829562.0,12780472.0,13250000.0,22703252.0,23597305.0,2964506.0,2988663.0,3665697.0,13692502.0,116205139.0,57553782.0,1704734.0,6373996.0,5966390.0,53968102.0,813649.0,150000.0,1649043.0,23255810.0,4947582.0,4677210.0,119471.0,10000000.0,400000.0,39980790.0,5145225.0,7620802.0,30000.0,741447919.0
Kanab,30000.0,672157.0,30000.0,1750000.0,80000.0,641413.0,10322169.0,200000.0,8368478.0,40000.0,2778240.0,1905287.0,2000000.0,1406446.0,2360582.0,2532916.0,149391.0,191474.0,2750000.0,3151919.0,12652088.0,241067.0,876002.0,2718358.0,428401.0,151986.0,9000.0,287025.0,4171759.0,406979.0,661357.0,90000.0,3250000.0,100000.0,574115.0,677925.0,1102022.0,0.0,82012082.0
Spanish Fork,25000.0,3646493.0,262415.0,8000.0,12250000.0,1002867.0,400000.0,3070159.0,25516805.0,393296.0,18508655.0,16503549.0,9250000.0,25052888.0,2847837.0,3245246.0,2086320.0,2457913.0,7441588.0,27872614.0,51642170.0,542340.0,5293295.0,9719337.0,7957923.0,843240.0,25000.0,1124478.0,14935850.0,1871981.0,3427646.0,130600.0,7750000.0,150000.0,11838383.0,3983397.0,4065645.0,0.0,348596811.0
Herriman,0.0,5867263.0,129173.0,0.0,0.0,500000.0,0.0,1250000.0,6769473.0,45000.0,5266214.0,1279051.0,7000000.0,2443064.0,107615.0,400127.0,130472.0,89149.0,4250000.0,367160.0,25750000.0,2159816.0,1207848.0,479164.0,386914.0,66562.0,0.0,720717.0,8209787.0,1148565.0,747167.0,4000.0,12000000.0,35000.0,2442633.0,165424.0,1249763.0,0.0,100933923.0
Layton,35000.0,5053194.0,1755674.0,15000.0,700000.0,2219675.0,16590236.0,5491680.0,119636333.0,3709652.0,25983933.0,26804999.0,17750000.0,114176793.0,69432232.0,62593503.0,15532762.0,10703714.0,15956079.0,256684446.0,81174542.0,9199685.0,6528165.0,70423817.0,31415971.0,3400142.0,150000.0,2577224.0,59596360.0,5940005.0,26619525.0,508654.0,50500000.0,150000.0,36373591.0,14193676.0,-1695740.0,0.0,1640899153.0
West Jordan,1000000.0,11118076.0,1107533.0,1250000.0,250000.0,3684950.0,3500000.0,8604329.0,105624212.0,4468986.0,57816841.0,30974258.0,27750000.0,19666541.0,111239736.0,46558365.0,34839598.0,27862451.0,23751081.0,234095420.0,127046507.0,9890413.0,7408751.0,53088761.0,19647141.0,1245714.0,25000.0,4825795.0,70130037.0,9390666.0,12253922.0,1801372.0,67750000.0,941583.0,39424913.0,35974053.0,15656502.0,0.0,1683198109.0
Blanding,20000.0,31984.0,300000.0,0.0,2250000.0,350000.0,2500000.0,200000.0,2250000.0,7000.0,480632.0,735913.0,2750000.0,1000000.0,3757610.0,84903.0,39585.0,200000.0,2750000.0,4006282.0,6250000.0,209255.0,1079720.0,459133.0,152613.0,278397.0,0.0,79306.0,2418307.0,235229.0,272096.0,3000.0,300000.0,700000.0,1542121.0,649757.0,1193044.0,0.0,47440658.0
Washington City,10000.0,779383.0,350000.0,150000.0,8000000.0,25000.0,3000000.0,3750000.0,17555930.0,150000.0,2664892.0,4250679.0,9000000.0,12554648.0,31330187.0,4765816.0,16962418.0,4936313.0,8000000.0,99625503.0,9623388.0,4263042.0,2615060.0,8294674.0,1506240.0,251921.0,4000.0,795634.0,7911269.0,967628.0,3608651.0,150000.0,5750000.0,350000.0,5468307.0,1073032.0,3595928.0,0.0,432593549.0
Tooele City,1000.0,2847988.0,191158.0,25000.0,600000.0,1630669.0,4750000.0,3705518.0,30146590.0,1024134.0,18596313.0,7603573.0,6500000.0,36555606.0,20189474.0,3239462.0,2256176.0,4124167.0,11000000.0,106954561.0,33449627.0,1749624.0,2895460.0,6499591.0,3968828.0,265679.0,0.0,1517525.0,20226832.0,1115604.0,5103665.0,131370.0,19250000.0,20000.0,10406238.0,1596872.0,5318746.0,0.0,515380829.0
South Jordan,0.0,2691842.0,587084.0,211000000.0,2500000.0,1879358.0,3500000.0,2948377.0,51956510.0,950528.0,15035622.0,12672693.0,16500000.0,114964897.0,3045163.0,53951558.0,31588615.0,2125748.0,10000000.0,125717282.0,59882225.0,2989569.0,6312553.0,28190222.0,7661643.0,1630254.0,80000.0,5130982.0,71295649.0,5931431.0,7905358.0,150000.0,41250000.0,150000.0,39614875.0,1339675.0,68008679.0,0.0,1273513029.0
Tremonton,200000.0,437847.0,40000.0,1000.0,15000.0,150000.0,2500000.0,300000.0,10264427.0,350000.0,10731533.0,3944692.0,2750000.0,21591155.0,1627622.0,163821.0,207652.0,693752.0,6500000.0,3069581.0,21992058.0,744115.0,541747.0,1613979.0,2124238.0,2602881.0,0.0,117978.0,3471868.0,1413491.0,506829.0,25000.0,5750000.0,150000.0,5102901.0,4201942.0,1304859.0,0.0,132344106.0
Monticello,6000.0,822214.0,40000.0,1000.0,350000.0,20000.0,1750000.0,20000.0,1357777.0,6000.0,543311.0,990707.0,1500000.0,1500000.0,62315.0,61475.0,39140.0,25000.0,1250000.0,99597.0,3750000.0,175053.0,212320.0,275164.0,464303.0,30000.0,0.0,30000.0,1284429.0,777969.0,113430.0,1000.0,1750000.0,70000.0,1423640.0,2448612.0,698897.0,0.0,26340085.0
Beaver City,200000.0,337498.0,45000.0,15000.0,0.0,150000.0,3692928.0,60000.0,5776097.0,30000.0,1232192.0,2544652.0,1000000.0,2677878.0,1500000.0,164762.0,215940.0,30000.0,7250000.0,3607157.0,4500000.0,201574.0,359234.0,390500.0,95998.0,40893.0,0.0,305977.0,4110007.0,112445.0,149323.0,60000.0,2750000.0,150000.0,734085.0,1245266.0,905602.0,0.0,58655939.0
Draper,350000.0,13675138.0,397149.0,80000.0,0.0,1289941.0,2750000.0,8154804.0,59861741.0,271484.0,47255433.0,23077660.0,14500000.0,131910925.0,11549856.0,27456733.0,14042340.0,80733200.0,11500000.0,43020229.0,84320839.0,3729717.0,5046600.0,25905864.0,13088193.0,2861248.0,45000.0,2619728.0,32945554.0,7563823.0,11955736.0,547091.0,37500000.0,600000.0,28674899.0,12785059.0,8436083.0,0.0,990525434.0
Cottonwood Heights,0.0,17718299.0,228809.0,450000.0,1000000.0,1524311.0,2377736.0,1121506.0,46809312.0,0.0,3927558.0,4524721.0,3000000.0,5627287.0,33750000.0,13679043.0,11514750.0,486833.0,7750000.0,68861989.0,50369807.0,16976182.0,4481003.0,7175644.0,8584941.0,1619500.0,700000.0,898484.0,21615226.0,19425405.0,3902318.0,25000.0,30000000.0,3000.0,7014141.0,2378781.0,8084519.0,0.0,542660487.0
Payson,15000.0,343185.0,150000.0,30000.0,8000000.0,2298532.0,1750000.0,150000.0,13422214.0,150000.0,6961006.0,5755199.0,5250000.0,9835702.0,2747684.0,1020155.0,655049.0,205241.0,5250000.0,76635996.0,24037238.0,1218320.0,1883353.0,2598964.0,261817.0,245456.0,0.0,555963.0,9209092.0,889758.0,5630659.0,25000.0,4250000.0,15000.0,10559115.0,3712326.0,2674654.0,0.0,296262220.0
Hurricane,200000.0,3412062.0,20000.0,150000.0,7500000.0,322345.0,2894773.0,2216042.0,9727216.0,310546.0,8847606.0,5111852.0,5250000.0,7702056.0,3118881.0,176851.0,660430.0,1297078.0,5500000.0,38938563.0,14496668.0,312434.0,2457352.0,4614420.0,852246.0,1665813.0,0.0,531672.0,7258925.0,403609.0,1455452.0,15000.0,3750000.0,1250000.0,18307833.0,1102272.0,3234978.0,0.0,217431997.0
Eagle Mountain,45000.0,202882.0,25000.0,900000.0,11250000.0,30000.0,0.0,572582.0,937440.0,60000.0,286365.0,509334.0,4750000.0,129673.0,90000.0,433148.0,71665.0,40000.0,4000000.0,350638.0,15000.0,108938.0,1180964.0,323389.0,231981.0,41543.0,0.0,306433.0,6721946.0,647559.0,372538.0,20000.0,350000.0,60000.0,738076.0,275824.0,1438030.0,0.0,43095707.0
Bountiful,0.0,2879459.0,270135.0,25000.0,1500000.0,3899232.0,5000.0,3618990.0,31260168.0,401922.0,9653738.0,19648344.0,12250000.0,102139816.0,4504753.0,7276231.0,6324641.0,3060183.0,7500000.0,5100853.0,94446786.0,5071713.0,3853519.0,8899197.0,5256294.0,7186303.0,35000.0,3071718.0,37661830.0,6110860.0,6221273.0,50000.0,34500000.0,800000.0,12171469.0,1272062.0,1042010.0,-3000.0,497504611.0
Kaysville,0.0,4933703.0,605420.0,1000.0,0.0,318363.0,8000.0,4780661.0,13855936.0,99545.0,5758346.0,7007161.0,9000000.0,25148401.0,5002168.0,954696.0,2290847.0,338703.0,2000000.0,3839887.0,24496380.0,13847035.0,3977586.0,3423800.0,3248376.0,2375360.0,0.0,722744.0,14514294.0,2675741.0,3047749.0,6000.0,17250000.0,35000.0,3480709.0,1530755.0,1923747.0,0.0,212447457.0
American Fork,900000.0,10018389.0,552037.0,25000.0,150000.0,1232767.0,1500000.0,2135177.0,65020976.0,1000000.0,8899825.0,17237516.0,6250000.0,147477150.0,34610736.0,25005399.0,22948585.0,5304266.0,7328546.0,133233908.0,12494906.0,7956629.0,3240940.0,20134669.0,18555493.0,1527163.0,0.0,2634616.0,27737841.0,4322476.0,8216164.0,50000.0,20500000.0,200000.0,19131772.0,17914409.0,9939262.0,-28000.0,905876112.0
Saratoga Springs,7000.0,263034.0,192377.0,0.0,35000.0,300000.0,0.0,1250000.0,10620907.0,200000.0,9788782.0,691630.0,5250000.0,2110538.0,88533.0,1492053.0,261322.0,30602.0,0.0,62389256.0,24250000.0,104722.0,1226952.0,612816.0,472161.0,57505.0,0.0,357696.0,6208783.0,465665.0,779409.0,15000.0,9750000.0,50000.0,1290211.0,269230.0,1699139.0,0.0,207958255.0
Holladay,100000.0,1322025.0,1047752.0,600000.0,4000.0,326305.0,4000000.0,4044219.0,24283586.0,220261.0,6783617.0,5801376.0,3500000.0,3656621.0,4888486.0,4647585.0,2048528.0,1109525.0,3250000.0,18750000.0,22871157.0,4143365.0,1214283.0,6478950.0,4533815.0,1042139.0,0.0,1602385.0,14207219.0,2986728.0,1194786.0,800000.0,23250000.0,1500000.0,4484124.0,1243217.0,5402168.0,0.0,233099990.0
Ogden,250000.0,11529744.0,4126724.0,2000000.0,150000.0,3104661.0,11349703.0,6317270.0,98458826.0,2150520.0,92028471.0,54062732.0,25250000.0,104592565.0,88378294.0,40261610.0,24525883.0,10857910.0,32735169.0,77988218.0,130060820.0,19835593.0,9880394.0,52238606.0,15264684.0,5952496.0,4000.0,7675608.0,66825153.0,8421583.0,31427925.0,731841.0,68000000.0,1286002.0,125904757.0,39869014.0,18277950.0,-2000.0,1566212240.0
St George,350000.0,18315363.0,2163130.0,3000000.0,43500000.0,6005059.0,45903049.0,9882393.0,130415511.0,2288337.0,28952213.0,43499649.0,29750000.0,164041338.0,84438468.0,71191348.0,17004879.0,33283211.0,22991211.0,268096917.0,105932250.0,12122562.0,10952820.0,38232209.0,36323831.0,5124303.0,350000.0,5840861.0,55988777.0,13049731.0,20397170.0,1015679.0,23250000.0,862740.0,72448221.0,19655622.0,18763913.0,60000.0,1965704612.0
Springdale,0.0,9000.0,1000.0,1000.0,0.0,0.0,17945143.0,200000.0,17553660.0,45000.0,254643.0,50000.0,200000.0,6000.0,7000.0,766578.0,34814.0,3000.0,900000.0,496888.0,1000.0,6000.0,235478.0,4153951.0,1506398.0,150000.0,0.0,25519.0,1676080.0,173428.0,614021.0,20000.0,1250000.0,2000.0,331212.0,352379.0,1290807.0,0.0,58149628.0
Syracuse,80000.0,289486.0,46905.0,0.0,40000.0,444481.0,2000.0,1250000.0,10572088.0,687973.0,1029227.0,2423369.0,7000000.0,1078210.0,50000.0,337325.0,353634.0,33000000.0,1500000.0,57008673.0,22183911.0,152453.0,1000312.0,1001515.0,611097.0,119581.0,0.0,466604.0,10753048.0,883222.0,716069.0,20000.0,13500000.0,40000.0,1581502.0,300602.0,2839612.0,0.0,267347596.0
